customerid,age,gender,citytier,annualincome,occupation,creditscore,avgmonthlyspend,savingsrate,investmentamountlastyear,pastinvestments,riskflags
2880,46.0,F,3,762622.9465962463,Salaried,609.0,10000.0,0.3602830778383223,67948.04731695552,MF,1.0
2881,40.0,F,2,1176114.5457237423,Salaried,719.1054825976202,14711.310944025137,0.2543603447777965,153845.9629429972,None,0.0
2882,48.0,M,2,6000000.0,Self-employed,608.0,63974.02274717923,0.11971596644732238,295359.8049379352,MF,2.0
2883,45.0,M,3,1218355.2623371049,Self-employed,624.4812512231874,16276.449033602392,0.3528024092264267,176814.17231711812,Insurance,2.0
2884,42.0,M,2,2590224.2324060244,Self-employed,746.0,10000.0,0.3939129365910786,504289.8046886581,Insurance,0.0
2885,52.0,M,2,1652534.5955653745,Self-employed,690.0,10000.0,0.3729117443983657,152712.6629596598,None,3.0
2886,28.0,F,1,1313999.5616659012,Self-employed,746.0,42211.5293048186,0.34459647261664017,204751.03626844537,MF_Stocks,2.0
2887,39.0,F,2,643236.8013168782,Salaried,815.0,10000.0,0.14471137851945726,268125.79676101357,MF,1.0
2888,44.0,M,1,2450439.283479007,Salaried,634.0,10000.0,0.4597603263002388,30918.57363848719,Insurance,1.0
2889,28.0,F,3,809679.0177455696,Business,627.2964557189233,10000.0,0.28426838508440533,1252404.71698344,Insurance,2.0
2890,63.0,M,1,1040465.0605565554,Business,727.0,29996.40088714561,0.19019328305512295,58183.484622589924,Insurance,5.0
2891,34.0,F,2,1309566.3783001848,Salaried,776.8484266996667,10000.0,0.5,2000000.0,MF_Stocks,3.0
2892,48.0,M,1,4130306.9429293815,Salaried,524.864727517967,20684.797620259935,0.3673646867141764,806492.6063426905,MF,0.0
2893,44.0,M,2,2486751.9102068315,Self-employed,743.0,42894.342843614424,0.30583564808628483,1308986.040064868,MF,0.0
2894,37.0,M,1,2161714.162353253,Salaried,713.0957332231918,18425.116797863466,0.19806399054828308,232831.2121908937,Insurance,2.0
2895,47.0,M,2,1469860.2010079236,Business,818.0597860813192,17083.774477790917,0.4604675271117313,34457.978061843234,Stocks,1.0
2896,36.0,M,1,1956446.6798344122,Salaried,715.0,80634.15268593226,0.250800026820375,297881.5020950959,None,0.0
2897,40.0,F,2,782466.0640218348,Salaried,850.0,10000.0,0.2953396651112112,92688.07833529839,None,3.0
2898,31.0,O,3,1451359.809772067,Salaried,850.0,10000.0,0.2857922802451891,20525.024184798403,None,1.0
2899,36.0,F,3,1545622.2701932264,Salaried,781.801018986438,10000.0,0.4599380411091807,597708.3206772554,Stocks,0.0
2900,34.0,O,1,2391621.826004157,Salaried,751.0,10000.0,0.05,373085.4920013812,Insurance,1.0
2901,30.0,F,3,501582.57308354124,Self-employed,850.0,10000.0,0.08111066072661152,24659.921948517098,Insurance,1.0
2902,45.0,F,2,2937061.3692353573,Salaried,679.0,10000.0,0.26478987928550196,56010.95352620362,MF_Stocks,3.0
2903,30.0,M,3,1305468.786670521,Salaried,850.0,10000.0,0.36612554518214424,169627.49037583487,Insurance,3.0
2904,41.0,F,2,2264529.1610856717,Self-employed,668.2200101800539,10000.0,0.05,146017.7244127256,Insurance,1.0
2905,56.0,M,2,1482258.9715012943,Self-employed,843.4615391866652,10000.0,0.5,2000000.0,None,1.0
2906,29.0,M,1,2623807.0139314653,Salaried,683.9824136404628,25919.389262961995,0.15095212834652183,902233.8792667926,MF,2.0
2907,63.0,M,2,3150390.4130455405,Salaried,850.0,37196.84100865744,0.18036134761237477,257962.20301697828,MF,4.0
2908,44.0,F,2,413614.52354944014,Business,599.0,10000.0,0.3229275196286695,5525.97458243006,Insurance,0.0
2909,58.37535811445628,O,1,6000000.0,Self-employed,731.379713114887,25500.946899682465,0.3576414232980511,234175.6932850868,MF_Stocks,2.0
2910,44.0,M,2,1612214.6988255763,Salaried,763.477537472776,12384.765758883543,0.30006017241225447,52059.13735111752,Insurance,2.0
2911,31.34748179552871,M,3,1546432.2868216764,Salaried,696.318485874363,10000.0,0.21831919423694687,730788.2906352024,Insurance,2.0
2912,37.0,F,3,611247.4522283588,Salaried,790.0,10000.0,0.2749523514920145,451963.64807266905,MF_Stocks,0.0
2913,34.0,M,1,1057232.3114797098,Salaried,664.0,40345.34232774416,0.44299958201898126,297144.71466482326,Stocks,3.0
2914,42.0,M,2,3055012.1728507113,Self-employed,727.0,69061.71994521936,0.25398300250853145,614663.9643392003,MF,1.0
2915,56.0,M,2,1677245.2298929025,Salaried,840.1016868439793,10000.0,0.27528450605362215,1047177.0140276201,MF,0.0
2916,36.0,O,1,2147146.870372655,Business,690.0,38333.86292542331,0.1841450399085421,2000000.0,None,1.0
2917,28.0,M,3,3241958.844770039,Salaried,641.0,27117.568069112935,0.15989780297108247,90679.45046146016,Stocks,3.0
2918,38.0,F,2,1148052.656175514,Business,741.0,10000.0,0.4198893278187961,196825.80296346964,None,1.0
2919,32.0,M,3,599114.5311511959,Business,629.5927111341376,10000.0,0.5,9825.720544511336,None,2.0
2920,38.0,F,2,591441.7831251618,Salaried,742.8468561960688,10000.0,0.4235095665907521,1050073.952464706,Stocks,0.0
2921,49.0,F,3,1449494.266349055,Self-employed,758.0,10000.0,0.29282707892379495,898239.5025006392,None,3.0
2922,41.0,O,1,1049425.7931452196,Salaried,701.490142836986,17282.42487348007,0.5,451163.30394018657,MF,2.0
2923,39.0,M,2,693401.2305218664,Salaried,564.648716077648,10000.0,0.4385203754102552,511481.50903864636,None,0.0
2924,28.0,M,2,779733.3899530085,Business,661.0,10000.0,0.4836453969453864,176837.51003265523,None,0.0
2925,31.0,M,3,1044437.8714376034,Self-employed,690.0,10000.0,0.2002708839348961,66730.37004721329,None,1.0
2926,42.0,F,2,359393.88787161856,Self-employed,782.4468518054488,10000.0,0.1615850672393522,144783.24069459073,None,1.0
2927,58.0,O,1,5059319.539104298,Salaried,710.6617722495707,51948.10042877437,0.11503065403327355,2000000.0,Insurance,1.0
2928,54.0,M,1,1028593.8622278286,Self-employed,641.3827108912159,10000.0,0.4259326168766061,1488771.5449217162,None,1.0
2929,46.0,F,3,771009.2054710424,Salaried,850.0,10000.0,0.1455602284547455,18780.303780304734,Insurance,1.0
2930,43.0,M,2,6000000.0,Self-employed,810.0,10000.0,0.05,1380643.443297155,None,1.0
2931,49.93971243951252,M,2,3459603.142157948,Salaried,824.9240984015081,20946.362773834335,0.08825190958786738,921610.478439198,None,2.0
2932,35.0,F,3,6000000.0,Business,654.0,10000.0,0.20264810996589208,324624.30088829907,MF,0.0
2933,29.0,O,2,997677.8251185373,Business,674.8231452894842,19730.66483189729,0.15285827708406968,55548.65203779779,MF,2.0
2934,30.0,O,3,1191278.6344749418,Business,826.0,10000.0,0.5,167081.49198515943,Stocks,3.0
2935,58.0,M,1,1425685.1582467773,Salaried,850.0,10000.0,0.5,154932.4587112054,MF,1.0
2936,39.0,F,3,2266426.392919577,Salaried,736.0,10000.0,0.3035192737255515,325582.12034001166,None,2.0
2937,32.0,F,2,835036.7227853385,Salaried,713.0,10000.0,0.28433412780035816,92941.51416626382,Stocks,3.0
2938,56.0,F,2,2974736.9141539424,Self-employed,701.0,67709.92319182417,0.25097148806139624,850827.0654676114,MF_Stocks,2.0
2939,37.0,M,1,1039222.8290020179,Business,629.0,10000.0,0.25385522826128265,18789.42482319017,Insurance,1.0
2940,32.0,M,3,972892.6424379031,Salaried,659.8678460832118,10000.0,0.5,158344.7430989449,None,3.0
2941,58.0,F,3,621826.4990450598,Salaried,718.0,10000.0,0.34985390712462255,188572.41737553332,None,1.0
2942,48.0,M,2,851980.8585221416,Salaried,793.0,10000.0,0.3192179444717396,58541.03777964983,Insurance,1.0
2943,41.0,F,2,1272841.2309131804,Self-employed,797.0,10000.0,0.08629937272884786,2000000.0,MF_Stocks,1.0
2944,41.0,O,1,1146267.4399278723,Self-employed,738.323076348211,10000.0,0.276381154437908,272401.1167732469,None,0.0
2945,29.0,F,2,848798.351321394,Self-employed,687.0,10000.0,0.1510629680622119,449342.4006095619,MF,0.0
2946,57.0,M,3,3554479.0645182775,Salaried,697.0,10000.0,0.11433673254793286,1840309.6638333558,MF,2.0
2947,54.0,M,3,1209839.0987382527,Salaried,848.7035085861803,10000.0,0.2794043052054423,806867.4617287465,MF_Stocks,1.0
2948,57.0,M,3,1493871.6582410184,Salaried,601.6266795369362,10000.0,0.25124286013404334,121528.40423044126,Insurance,0.0
2949,51.0,F,1,914529.5780750894,Salaried,692.0,10000.0,0.31010669516321576,86231.35666561121,Stocks,0.0
2950,46.0,M,3,1569977.8547076734,Self-employed,756.0,10000.0,0.05,94747.0927522576,MF_Stocks,2.0
2951,38.0,F,2,632785.862683643,Self-employed,799.8985200634276,10000.0,0.4683487826390273,5375.956961666008,Insurance,1.0
2952,32.0,O,1,1508668.7069978504,Salaried,713.0,36117.3048759642,0.38874810328359394,220113.65790367403,MF_Stocks,4.0
2953,45.0,M,2,1584752.5999853641,Self-employed,709.0,10000.0,0.3703621788935378,183630.68559036596,Stocks,0.0
2954,32.0,F,2,998030.6214889374,Business,824.0,10000.0,0.34250584511447363,138943.43503348852,Stocks,3.0
2955,51.0,O,3,2836698.5843326147,Business,673.0,91196.0191950706,0.3085393836343392,782835.6375567251,None,4.0
2956,34.0,M,1,1937428.6755682044,Self-employed,399.0110367388735,33754.5424030147,0.4286283144701744,1403971.6940442305,Insurance,2.0
2957,30.0,M,3,1335525.1453716601,Salaried,693.0,10000.0,0.4374415713845832,366047.88508117216,None,3.0
2958,42.0,M,2,1889361.664404702,Salaried,750.0,61102.16035334849,0.2003716310544389,994298.5988952856,MF,1.0
2959,39.0,M,1,1576924.3411894972,Salaried,632.0,17936.494657584426,0.4676632542364232,2000000.0,Stocks,2.0
2960,45.0,F,3,815497.2713213454,Self-employed,680.4156221782908,10000.0,0.19832936050359834,81511.90187425223,MF,3.0
2961,36.0,M,2,1417894.7655183875,Salaried,645.0,10000.0,0.5,419937.6895221961,Stocks,0.0
2962,42.0,F,2,1015389.374058712,Salaried,795.0,10000.0,0.4667670051289487,169713.35741945077,MF_Stocks,0.0
2963,34.0,F,3,3455932.2672043885,Salaried,850.0,10000.0,0.33089077415773227,131770.2855864156,Insurance,0.0
2964,42.0,F,3,1262508.8677407547,Business,561.0,24925.975493696053,0.32859192310225577,149842.03968062057,Insurance,1.0
2965,30.0,M,2,556541.2278586322,Salaried,798.0,10000.0,0.2961251048168372,473858.3142390169,Stocks,2.0
2966,51.0,F,3,1898982.031238386,Business,767.0,10000.0,0.05,1142298.6344207362,Insurance,1.0
2967,51.0,F,2,1406671.758813692,Salaried,733.0,10000.0,0.4447605503139299,759912.3847796788,Stocks,3.0
2968,34.0,F,2,1479213.7746223765,Business,708.0,10000.0,0.1477509156632628,287725.6729725632,Stocks,1.0
2969,33.51220472203955,M,2,1630647.1287069374,Self-employed,586.5202786038743,46049.810871328016,0.35186289614048016,202294.18526920356,Stocks,2.0
2970,41.0,O,2,919086.4391979184,Salaried,767.3544692557612,10000.0,0.2572575783926208,412416.32219803816,Insurance,0.0
2971,52.0,F,3,2002142.3269821322,Self-employed,768.8442508954097,10000.0,0.1487475298121821,658741.4173386425,MF_Stocks,2.0
2972,38.0,M,1,942701.7638357657,Business,571.0,22827.616557653204,0.13880094008566624,270918.54660533956,Stocks,0.0
2973,34.0,O,3,1055798.9075457093,Self-employed,697.0,13626.079115091652,0.11107376785685245,148699.48647554568,MF,3.0
2974,45.0,F,1,618532.6312510798,Salaried,630.3062065134612,10000.0,0.31526816720579115,391041.04504716594,Insurance,1.0
2975,38.0,M,2,2739129.348423995,Self-employed,716.0,10000.0,0.3072391066841705,1478747.1893719733,Stocks,0.0
2976,42.0,M,1,2585678.2558265333,Self-employed,667.0,10000.0,0.2953657098622045,683832.9728695013,None,2.0
2977,48.0,M,1,2724395.095376683,Self-employed,512.9773842247781,12604.654020203652,0.32023418893957767,871825.4582615151,MF,1.0
2978,40.0,M,2,3381825.6878796765,Business,731.0,10000.0,0.22183194166286194,582310.2616516585,None,4.0
2979,34.0,M,3,1108457.1874112599,Salaried,831.4720950705916,10000.0,0.3959346833959116,184911.96539774365,None,0.0
2980,39.0,F,3,1930301.8259096034,Salaried,571.0,10000.0,0.2373152286707679,803839.087924153,Insurance,0.0
2981,40.0,O,3,1649333.0320042933,Salaried,771.0,10000.0,0.4703663696793979,176439.1104958568,None,0.0
2982,31.0,F,2,2121150.634146926,Salaried,728.6616307461021,10000.0,0.21199173757039558,109872.76350120535,Insurance,3.0
2983,42.0,F,2,604344.6930580777,Self-employed,660.0,10000.0,0.5,266253.8288707712,Insurance,1.0
2984,51.0,M,3,623252.7412921691,Salaried,726.9502167968848,10000.0,0.2811817904061005,10001.227716148189,Insurance,0.0
2985,36.0,O,1,3680965.891889846,Business,654.0,67933.06295914619,0.11498081897785903,371724.8427737345,MF_Stocks,0.0
2986,32.0,M,3,977794.6551780434,Business,766.7779567720046,10000.0,0.05,121251.41611870314,Insurance,2.0
2987,48.0,M,2,2526001.1352829686,Salaried,850.0,10000.0,0.2719465434277852,1188907.6237238375,MF_Stocks,3.0
2988,40.0,F,2,1688422.5362160385,Salaried,610.0,10000.0,0.3412428804526145,443881.6510336797,Stocks,3.0
2989,41.0,F,2,3877708.7869439777,Salaried,637.6374872573523,55648.9604837257,0.19936950910938356,1062794.6034417849,MF,1.0
2990,33.0,F,3,2183848.0700015035,Business,506.62517925588963,10000.0,0.5,66865.47704815184,Insurance,3.0
2991,39.0,M,2,932840.9952882332,Self-employed,632.0,13800.238823107207,0.5,417528.7180239645,MF,3.0
2992,50.0,M,1,2076955.7425026319,Salaried,771.1448963178482,10000.0,0.3730734440351491,601395.1353157172,Insurance,3.0
2993,63.0,O,3,1854380.7575007577,Business,599.8900700721446,10000.0,0.18444775689113715,246549.94295835408,MF,5.0
2994,46.0,F,2,828294.3281128991,Salaried,827.7835267695978,10000.0,0.39791886351675887,453298.7560809801,MF,1.0
2995,40.0,M,2,3772292.2982103205,Business,644.0,39516.23782195767,0.05,169513.60659052752,Insurance,1.0
2996,41.0,F,1,1451515.912601681,Salaried,731.0,10000.0,0.09404970407477957,83943.26072055011,None,1.0
2997,39.0,M,2,1952192.425289138,Self-employed,643.0,10000.0,0.2012876694764962,725718.0256316835,MF_Stocks,2.0
2998,58.0,M,1,1979128.1088211476,Business,668.0,10000.0,0.34888211724136137,54109.60495479363,MF_Stocks,3.0
2999,45.0,M,1,2177433.6423348053,Self-employed,705.0,59665.33278104582,0.39577974236424207,234297.2991034329,Insurance,0.0
3000,40.0,F,2,702082.4977781626,Salaried,757.0,10000.0,0.24565548980962437,206107.9232532564,Insurance,1.0
3001,47.0,F,2,594471.1063772471,Business,850.0,18157.08483416876,0.2842852428841435,9407.181739787955,Stocks,0.0
3002,33.0,M,2,1006978.8221608886,Salaried,850.0,10000.0,0.5,6844.14673237437,None,1.0
3003,33.0,M,3,5874880.352206825,Salaried,819.9948585293721,10000.0,0.10157685208435902,187308.13576454323,MF,0.0
3004,38.0,M,2,581235.7168098809,Self-employed,565.0,10000.0,0.1752834198612183,538287.4899894207,Insurance,1.0
3005,48.0,M,3,3086357.610224014,Business,700.0,10000.0,0.2275374499456286,2849.5072101062296,None,0.0
3006,60.0,M,1,803378.7758985418,Salaried,622.0,19105.191999029943,0.13132157309785716,154277.95609212536,MF_Stocks,2.0
3007,45.0,M,1,1026883.2578336233,Self-employed,717.0,10000.0,0.5,375336.7604190854,MF_Stocks,1.0
3008,30.0,F,3,1610217.7848023653,Salaried,536.5581953462064,10000.0,0.17426323387632198,62192.84798831216,Stocks,1.0
3009,50.0,M,2,2386632.4548212094,Self-employed,623.4399076954504,10000.0,0.07197084482146149,274228.9195552492,MF,1.0
3010,33.0,M,2,2681379.7111821487,Salaried,795.0,49432.29101877496,0.5,370328.99572085275,Insurance,0.0
3011,38.0,M,3,2526532.639883945,Business,724.0,10000.0,0.17729090268486328,411086.970836729,None,1.0
3012,57.0,M,2,1762966.9565689897,Self-employed,850.0,20059.241009478574,0.5,411.8898021853153,Insurance,1.0
3013,34.0,M,2,2566807.6146884477,Self-employed,816.4294432737507,21738.796720987266,0.4116285248786703,221486.7366702196,None,2.0
3014,36.0,F,2,3221377.037165113,Salaried,679.0,50697.931878983756,0.15554990613457317,865015.9748199306,None,3.0
3015,38.0,M,3,1186221.6966285463,Salaried,755.6811958011243,10000.0,0.11539696086233207,87350.434451239,MF_Stocks,5.0
3016,50.0,F,1,1931680.4525109008,Self-employed,550.4350398148262,10000.0,0.2347485184194982,255869.59641453918,MF_Stocks,3.0
3017,35.0,F,3,4487902.955844675,Salaried,657.0,10000.0,0.3127242447582626,456216.9869864546,MF,0.0
3018,49.0,F,1,794337.0618948184,Salaried,836.9290476981595,10000.0,0.22685289308584616,340867.38455227285,Insurance,3.0
3019,29.0,O,1,719172.0250885327,Salaried,780.0,10000.0,0.3598241234948364,13498.515714265608,None,4.0
3020,42.0,F,2,537852.4493204245,Salaried,700.7863061179951,10000.0,0.05,163121.16675608017,MF,3.0
3021,33.0,F,1,2773794.5621130657,Salaried,737.0,20556.410393074166,0.38816319219725715,474800.37124340195,Insurance,0.0
3022,52.0,F,2,2944181.7327782055,Salaried,850.0,10000.0,0.3577675355311738,557307.2178890265,None,3.0
3023,32.0,M,2,1068844.6847055457,Salaried,800.3226969654298,10000.0,0.30867364001742875,41661.045351296074,MF_Stocks,0.0
3024,36.0,F,3,2609218.334105745,Salaried,419.1895908492976,10000.0,0.4777157464024263,291527.02898714074,MF,1.0
3025,41.0,M,2,518294.2749948828,Salaried,842.0,10000.0,0.05,844549.5470857791,Insurance,3.0
3026,57.0,F,1,3452736.8894942286,Salaried,798.0,10000.0,0.24817902073377054,236378.4469222521,Stocks,2.0
3027,38.0,O,3,3239642.9690955468,Salaried,742.0,10000.0,0.1709268632606378,463009.9442753643,MF_Stocks,1.0
3028,44.0,M,2,2567743.098856464,Self-employed,715.0,26852.78403312749,0.5,1780904.2247221526,None,3.0
3029,35.0,F,2,1727883.9206749,Salaried,678.0,10000.0,0.448497046668666,1178356.6407022856,Insurance,2.0
3030,30.0,M,2,1839199.0723442985,Business,666.0,10000.0,0.24558052555972404,326878.178703706,Insurance,1.0
3031,37.0,O,2,1545307.1981226364,Salaried,795.0,18114.590642636587,0.5,176599.93231267532,Insurance,1.0
3032,31.0,M,2,1362136.549862074,Self-employed,697.0,10000.0,0.5,124995.46790150754,MF_Stocks,2.0
3033,45.0,M,2,1864570.8384215387,Self-employed,688.9618921902204,10000.0,0.31146109513006054,120674.65970951223,MF_Stocks,3.0
3034,49.0,O,1,1322698.9233773616,Salaried,770.0,18156.364146265172,0.24259664154049074,1122545.1410885893,Insurance,1.0
3035,46.0,M,2,703183.7756921417,Salaried,850.0,10000.0,0.1767085953835165,127483.18460276359,Insurance,1.0
3036,41.0,M,3,3488657.2830412206,Self-employed,737.0,10000.0,0.08772543946855836,340096.1694950934,MF,0.0
3037,52.0,M,1,2185913.524477915,Self-employed,799.3786101690446,57494.10331324164,0.21911149575726424,1617163.520426074,MF,3.0
3038,51.0,O,2,1015859.2353536264,Salaried,720.0,20592.108362778465,0.30382577512270287,433762.6935383655,Insurance,0.0
3039,58.0,M,3,2550704.22038499,Salaried,703.7497414543551,10000.0,0.05,253130.45481485568,Insurance,0.0
3040,38.0,O,3,903926.8971806249,Business,589.0,10000.0,0.17629029454741107,623345.346227928,None,0.0
3041,51.0,O,2,1484807.4231897378,Self-employed,818.8495700538991,10000.0,0.11011895457548729,148225.4122407368,Insurance,1.0
3042,29.0,F,1,701880.8274104621,Salaried,692.0,10000.0,0.2746570967962674,177442.96570758414,None,0.0
3043,44.0,F,2,745577.2814948038,Business,810.0,10000.0,0.14347269039090466,226274.4107800292,MF_Stocks,2.0
3044,38.0,M,1,1494930.6477470167,Self-employed,769.0,15674.037539023857,0.2782704516526082,4936.367746232673,Insurance,1.0
3045,48.0,F,2,2095712.1396506147,Business,557.0,61942.72818841176,0.05,226119.73854449182,Stocks,2.0
3046,35.0,F,3,2334159.377186738,Business,605.0,10000.0,0.30335509655040327,159607.92342492557,MF_Stocks,1.0
3047,33.0,F,2,1591104.7851308044,Self-employed,659.0,10000.0,0.31563545645848423,423558.4615274616,Stocks,1.0
3048,42.0,F,2,3803219.93958862,Salaried,584.0246405050883,10294.367100874077,0.19692750606444956,71503.09835229446,Insurance,0.0
3049,43.0,F,2,6000000.0,Self-employed,807.684403575838,10000.0,0.3918845061530126,898061.8775161176,MF_Stocks,3.0
3050,36.0,M,3,862616.1846378873,Salaried,647.0,10000.0,0.11267104832260653,70765.4924855343,Stocks,1.0
3051,39.0,M,2,689267.9594159906,Self-employed,651.0,10000.0,0.46366700322624765,11442.175200737129,None,1.0
3052,31.0,F,2,1019131.3005056399,Salaried,734.0,10000.0,0.21043384564652493,63690.62986874497,Insurance,0.0
3053,45.0,M,1,862566.9293126973,Salaried,753.3993768829424,22224.921555723646,0.40012751704329863,196046.36005299664,Insurance,1.0
3054,33.0,M,2,3169268.0428955066,Business,719.0,25620.431003884973,0.3945655875735207,406954.24101976445,MF_Stocks,4.0
3055,42.0,M,3,566964.1349355216,Self-employed,776.0048404677625,10000.0,0.05,65670.41917702807,MF_Stocks,0.0
3056,29.0,M,3,917662.1640717536,Salaried,737.0,10000.0,0.2608581968566407,10463.369126105865,MF_Stocks,0.0
3057,35.0,F,1,3345905.5888103624,Salaried,780.0,19604.77533556126,0.245242793502568,448349.1044178188,Insurance,1.0
3058,30.0,F,2,602039.3051138469,Salaried,748.70551026322,10000.0,0.19279901922016138,211146.38297976958,MF_Stocks,3.0
3059,43.0,M,2,2625966.673395651,Salaried,733.0,20649.07187519645,0.3014573524352342,364337.60829831735,MF_Stocks,2.0
3060,30.0,M,3,1463946.169158544,Salaried,700.0,10000.0,0.2476741640801062,253601.76864075375,MF_Stocks,0.0
3061,37.0,M,2,961144.5301244262,Salaried,702.0,10000.0,0.11693313739424539,227655.7027111913,MF,1.0
3062,36.0,M,1,1160522.8185397452,Self-employed,692.0,10000.0,0.30696069632550155,115351.14165397102,Insurance,2.0
3063,47.0,M,2,2561809.2151391488,Self-employed,666.1473167317305,10000.0,0.47654361270393414,1118523.1104203912,MF,2.0
3064,37.0,F,3,3521929.7872165474,Self-employed,705.0,10000.0,0.1871503360591441,368460.07620112516,Insurance,3.0
3065,41.0,M,1,1389492.4861634853,Salaried,540.158778381132,10000.0,0.136262961170784,10351.907429951856,MF_Stocks,2.0
3066,35.0,M,1,1322136.9548481957,Salaried,653.0,18213.684342830238,0.17389244200553763,857878.920291857,Insurance,1.0
3067,33.0,F,3,2357633.2430201364,Salaried,633.6557823905854,10000.0,0.09206903882262078,286455.14260821335,Insurance,0.0
3068,32.0,F,3,2069679.1106667393,Salaried,662.0,10000.0,0.24648010200010534,118854.51693551712,Insurance,2.0
3069,35.0,F,3,2915135.2902773656,Salaried,624.3142631027711,10000.0,0.16411681383439802,1358708.5218617262,Insurance,1.0
3070,32.0,F,2,2728851.8006584407,Self-employed,723.0,10000.0,0.1274941143193402,1048976.076509798,MF,1.0
3071,58.0,O,3,3259522.938571136,Self-employed,679.0,10000.0,0.2883945351293637,622060.884537843,None,1.0
3072,44.0,M,3,1985978.1304964842,Self-employed,639.0,10000.0,0.35757768936374595,219928.98991574367,MF_Stocks,4.0
3073,32.0,F,3,2484309.1278732363,Salaried,654.0,10000.0,0.058899720608168324,725194.7024940598,None,3.0
3074,47.0,F,2,1655432.7530118846,Salaried,675.0,10000.0,0.43549680467349905,138953.83692641548,None,3.0
3075,32.0,M,1,1572901.9155742184,Self-employed,850.0,10000.0,0.24875678232115714,260044.4915806315,None,2.0
3076,35.0,M,3,974273.7544058175,Salaried,850.0,10000.0,0.5,224910.27417041827,Stocks,3.0
3077,37.0,F,2,2800583.6736826478,Salaried,850.0,10000.0,0.4653883137214338,1149382.4820325717,MF_Stocks,0.0
3078,37.0,F,2,997387.9063157276,Self-employed,799.0,10000.0,0.2615764155113361,109166.80127723824,MF,3.0
3079,35.0,M,3,634727.9538772785,Salaried,805.5456327858236,10000.0,0.42493466594320756,3631.877989858761,MF_Stocks,2.0
3080,39.0,M,1,924337.9746076531,Salaried,711.0,10000.0,0.07975016198664434,647636.389252229,None,5.0
3081,38.0,F,2,500547.13043348043,Self-employed,474.2664548285785,10000.0,0.36172991897041606,68239.62142948822,Stocks,3.0
3082,50.0,F,2,5690065.78762856,Salaried,671.3529398878505,10000.0,0.4067171432997307,2000000.0,MF_Stocks,0.0
3083,42.0,F,2,1905689.201048349,Salaried,679.0,17226.650968160207,0.18675563139400295,140754.66332714938,Stocks,5.0
3084,28.0,M,1,1038217.0204010991,Salaried,764.0,10000.0,0.13009216010200875,190283.92593945898,MF_Stocks,0.0
3085,50.0,O,1,2226011.397868626,Salaried,638.9644730749943,41485.402766859435,0.2527873030555909,941474.0339623243,Insurance,4.0
3086,42.0,F,3,413279.04883690726,Salaried,826.0,10000.0,0.37936712835509623,2652.6419981173267,Stocks,1.0
3087,59.0,M,1,1996296.4298650634,Self-employed,777.0,10000.0,0.5,1196904.7088742584,None,2.0
3088,49.0,M,2,4055116.0738371345,Self-employed,482.9324422592641,17063.122988226587,0.16445659076831867,157184.01090612885,MF,2.0
3089,37.0,M,2,406924.59677625436,Self-employed,672.0,10000.0,0.11573417347880573,67367.27818501907,Insurance,0.0
3090,52.0,F,1,3139823.355446246,Self-employed,804.0,10000.0,0.12599832887073184,55770.0588596912,None,0.0
3091,30.0,M,2,1399689.0593104511,Self-employed,628.0,10000.0,0.2133802191116251,237314.51601980132,None,3.0
3092,60.0,M,2,2207399.4242114583,Salaried,724.0,10000.0,0.3366580536871683,314455.7782105052,MF_Stocks,1.0
3093,51.0,M,2,596453.9098361792,Business,703.7989330186954,10000.0,0.5,89557.37127006658,Stocks,1.0
3094,41.0,F,1,2529375.903370778,Salaried,537.8407621858739,10000.0,0.05,713839.766860363,Insurance,1.0
3095,47.0,M,1,2214586.867128676,Self-employed,850.0,10000.0,0.22377417333714567,396022.45590313163,None,1.0
3096,42.0,F,3,1124702.0568603878,Salaried,684.9692674478991,10000.0,0.15781782167554018,341117.44097517844,None,1.0
3097,42.0,M,1,764232.7159456444,Salaried,507.6725505194721,10000.0,0.1615954428518357,23933.197607259426,None,2.0
3098,38.0,F,3,829006.3028503376,Salaried,764.7211058040194,10000.0,0.1477164333549219,9932.765036364675,MF,1.0
3099,63.0,F,3,1221791.6001810224,Salaried,671.0,10000.0,0.2629880560486219,195975.67437918557,Insurance,0.0
3100,29.0,M,1,1650489.3631050303,Salaried,742.0,10000.0,0.06928270564767115,403858.29509385483,Insurance,0.0
3101,46.0,F,2,545472.7235552059,Self-employed,602.2362845066241,15211.900269413958,0.47462088001975977,8921.25633537132,Stocks,0.0
3102,36.0,F,2,710985.8561271672,Self-employed,636.0,10000.0,0.5,41238.373383122365,Stocks,3.0
3103,43.0,O,2,2621777.733005292,Self-employed,644.0,47632.868453004565,0.21906054158265384,345465.3885602134,MF,0.0
3104,36.0,M,2,1615669.7715893767,Business,592.513134315669,62124.42050982305,0.40059296596,1279529.9495746058,MF,0.0
3105,40.0,M,2,3104799.722533228,Salaried,617.7929119330806,10000.0,0.5,478222.87360732025,None,1.0
3106,50.0,M,1,2674907.6703111073,Salaried,776.0685756207449,54254.58740070438,0.141956014630963,250852.7684499198,None,1.0
3107,57.0,F,2,2285212.346086519,Business,759.0,11576.75374346111,0.17081793995122543,152518.53248748067,MF,1.0
3108,48.0,M,2,1224266.5474443077,Self-employed,656.7100779253304,10000.0,0.2720072634379926,116751.43889241261,MF,0.0
3109,37.0,F,2,859047.7337905993,Salaried,712.0,10000.0,0.5,48485.16706319565,None,4.0
