customerid,age,gender,citytier,annualincome,occupation,creditscore,avgmonthlyspend,savingsrate,investmentamountlastyear,pastinvestments,riskflags
3041,33,M,3,3244090,Salaried,841,10000,0.22330103878251137,729657,None,1
3042,60,F,1,1622021,Salaried,553,46197,0.4007485965103176,82021,Insurance,1
3043,31,F,3,2663233,Salaried,630,34246,0.2626955792675138,473935,MF_Stocks,3
3044,39,F,3,2323904,Self-employed,728,10000,0.29750560530616027,156793,Stocks,0
3045,48,M,2,1307959,Salaried,760,10000,0.27917748434786055,29117,Stocks,1
3046,47,F,2,860782,Salaried,729,10000,0.33307897501531597,271366,Insurance,0
3047,40,M,2,1748626,Self-employed,704,10000,0.05,326461,MF_Stocks,1
3048,38,F,2,1545305,Salaried,656,10000,0.08729161028196596,357555,Insurance,1
3049,39,F,2,2563992,Salaried,850,10000,0.11200503770711277,104697,Stocks,2
3050,36,M,3,1594346,Business,777,10000,0.2484994880031771,554759,MF,2
3051,34,F,3,1441516,Salaried,817,10000,0.3148917215763219,527546,MF_Stocks,0
3052,41,M,1,1049682,Salaried,657,12848,0.2507570390912998,181540,None,1
3053,36,O,2,833855,Salaried,467,13935,0.3804912057999713,420238,None,4
3054,36,F,2,3447629,Salaried,802,84621,0.12105149255899626,2000000,MF,0
3055,46,M,1,2497670,Salaried,735,38363,0.18686024168284807,359705,MF_Stocks,0
3056,59,F,2,823164,Self-employed,718,10000,0.12556387596362528,244209,Stocks,0
3057,44,M,3,2972439,Salaried,643,36507,0.5,15923,MF,1
3058,30,M,2,456135,Salaried,665,10000,0.23793860224537733,8132,Stocks,0
3059,30,F,1,1953436,Salaried,640,16784,0.2932112904691714,340594,None,3
3060,58,M,1,918494,Salaried,704,10000,0.4832130835701672,43424,MF_Stocks,3
3061,37,F,2,1809740,Salaried,586,10000,0.15725603186268575,10613,Insurance,1
3062,31,M,2,437100,Salaried,776,10000,0.4128881832876424,7097,Insurance,2
3063,44,M,2,748515,Salaried,850,10000,0.37146051468076946,20682,Stocks,2
3064,45,F,2,2050401,Salaried,640,10000,0.45384479445354736,1356590,MF,1
3065,45,M,1,820469,Salaried,540,10000,0.3189392813305826,230877,MF_Stocks,2
3066,36,F,1,693958,Salaried,689,10000,0.43324939680450947,269779,MF_Stocks,2
3067,28,F,2,3136809,Self-employed,731,26561,0.21146907830059236,146195,MF,0
3068,59,F,1,5298141,Salaried,745,17305,0.40672012700655064,521752,Insurance,1
3069,35,F,3,3042809,Salaried,850,15346,0.5,91153,MF,1
3070,46,F,1,654720,Salaried,781,10000,0.3077316091129754,331677,MF,0
3071,47,M,2,4523472,Salaried,518,10144,0.19102112469634883,667658,MF_Stocks,3
3072,44,F,2,602118,Salaried,576,10000,0.16438687398850702,326020,Stocks,2
3073,37,M,2,1214761,Salaried,740,10000,0.1655346032487219,315085,MF_Stocks,2
3074,36,M,3,1803754,Self-employed,654,10000,0.43356805463444414,1113064,MF_Stocks,4
3075,44,F,2,4874324,Self-employed,850,10000,0.05,1480583,MF,5
3076,53,F,3,3346900,Salaried,606,10000,0.15503467331925638,660459,Stocks,2
3077,58,F,2,1281944,Salaried,796,10000,0.2674051379874466,3176,None,3
3078,31,F,2,789101,Salaried,635,10000,0.3883059628369112,75234,None,1
3079,33,F,3,3123334,Self-employed,726,92754,0.3341041541320824,762859,MF,2
3080,57,F,2,1221387,Salaried,617,22210,0.11404304363910361,1663286,Stocks,0
3081,48,M,2,1800947,Salaried,755,10000,0.22179452757775095,326368,Stocks,2
3082,54,M,3,855847,Salaried,807,10000,0.21525021592631077,231684,Stocks,1
3083,34,M,3,2424572,Business,725,10000,0.5,1648653,Stocks,2
3084,44,F,2,2060144,Salaried,850,10000,0.22110500973720176,63597,Stocks,4
3085,47,M,2,745422,Salaried,627,20524,0.4865079814565504,142187,MF_Stocks,1
3086,46,M,1,2340946,Self-employed,709,20620,0.3564868921122157,904875,MF_Stocks,1
3087,39,M,2,2065390,Salaried,784,10000,0.15726827468244947,248310,Stocks,0
3088,28,F,2,2116373,Salaried,605,29080,0.131152310132773,469783,MF,2
3089,44,F,3,1462002,Self-employed,706,10000,0.3195322633488426,447671,MF_Stocks,0
3090,35,M,2,1598638,Business,766,10000,0.05,578632,MF_Stocks,1
3091,40,M,3,1859576,Self-employed,792,44140,0.3127257370430472,142684,MF_Stocks,1
3092,58,M,1,1276202,Salaried,814,10000,0.5,72806,None,3
3093,39,M,2,1640127,Self-employed,613,28784,0.3055594498068969,1039865,Stocks,0
3094,52,M,3,4089848,Business,728,10000,0.5,23932,Stocks,4
3095,34,F,1,2146702,Salaried,568,38386,0.2436331476171944,875818,Stocks,0
3096,46,O,1,620310,Salaried,627,10000,0.1736458884635117,38831,Insurance,1
3097,60,M,2,3098763,Business,682,11937,0.2429600316714081,1116927,Stocks,1
3098,31,M,3,3452551,Salaried,814,24689,0.4943322671439207,663453,MF_Stocks,2
3099,28,M,2,1239840,Salaried,752,23563,0.05256771229193291,214783,MF_Stocks,4
3100,40,M,2,2023984,Salaried,704,10000,0.1093249692991003,213885,MF_Stocks,2
3101,31,M,2,1871078,Salaried,744,10000,0.2743322975810783,1204491,MF_Stocks,0
3102,48,M,1,770432,Self-employed,752,10000,0.2560225845239424,38418,Insurance,2
3103,55,M,3,1556998,Salaried,736,10000,0.35093100456120685,21416,MF,2
3104,40,F,1,1872627,Salaried,642,23452,0.08569077513963577,376873,None,2
3105,36,F,2,1074706,Self-employed,604,10000,0.5,29552,Stocks,0
3106,40,F,2,2678614,Self-employed,677,10000,0.18240300062078596,576293,Insurance,3
3107,48,M,3,4112763,Self-employed,620,10000,0.061967504343653355,757708,MF,1
3108,28,F,3,3288932,Salaried,762,10000,0.19062640577021384,911387,MF_Stocks,1
3109,44,F,3,6000000,Salaried,850,10000,0.3580323577164967,2000000,MF_Stocks,1
3110,44,M,2,1455165,Salaried,756,10000,0.28296228745993846,160659,MF,2
3111,45,M,1,1389559,Salaried,518,10000,0.4506103178493133,310758,Stocks,0
3112,35,M,1,1378843,Salaried,636,10000,0.2630695012418724,241398,Insurance,0
3113,47,M,3,1802010,Self-employed,701,58973,0.19644672021285634,88220,None,2
3114,31,M,3,2339026,Salaried,556,10885,0.220707276861967,287329,None,0
3115,34,F,3,617163,Salaried,703,10000,0.09623234424323798,111071,None,4
3116,53,M,1,1514069,Self-employed,746,16288,0.33676493447983646,32457,MF,1
3117,48,M,2,691983,Salaried,840,10000,0.42742135763351763,40765,MF,0
3118,28,M,2,761942,Salaried,850,10000,0.3885124721969347,114451,Insurance,2
3119,35,F,3,2692060,Salaried,580,10000,0.05607782042623899,666712,MF,2
3120,34,M,2,1264259,Salaried,688,10000,0.5,307658,Stocks,4
3121,36,F,3,2652685,Business,689,10000,0.2506319676752011,177703,Insurance,2
3122,35,M,2,1257735,Self-employed,628,10000,0.3197429681585163,982963,MF_Stocks,3
3123,30,M,1,2100678,Salaried,709,10000,0.07207735104809587,164479,Insurance,0
3124,41,F,1,1043665,Salaried,691,18129,0.5,163436,None,1
3125,48,M,1,397017,Salaried,761,10000,0.1808128102256178,76690,Stocks,1
3126,44,M,2,1759085,Self-employed,835,10000,0.25793876772476954,194328,None,2
3127,46,M,1,343099,Business,713,10000,0.285819280483864,67819,MF,4
3128,30,F,2,577184,Salaried,650,10000,0.14189769694328486,68495,Stocks,4
3129,58,F,2,996869,Business,597,14454,0.41524596208093406,178305,MF,0
3130,52,M,3,1051288,Salaried,850,18182,0.22933842386487044,235042,MF,1
3131,50,F,3,1371514,Salaried,790,10000,0.2698371121272841,42012,Insurance,2
3132,51,M,1,704520,Salaried,739,10000,0.5,217937,Stocks,2
3133,57,F,1,595214,Self-employed,683,12271,0.19924912835881187,202682,Stocks,1
3134,43,M,1,3094711,Salaried,850,10000,0.3866098254980388,66569,Stocks,4
3135,34,F,3,1147073,Self-employed,684,35379,0.46330647636607725,13759,None,0
3136,45,O,2,405900,Salaried,528,10000,0.11780103271096323,140624,None,1
3137,48,F,1,1033164,Self-employed,726,10000,0.24041352892037834,783413,None,3
3138,48,M,3,957215,Salaried,577,10000,0.13114019996028425,117159,MF,1
3139,42,F,2,890393,Salaried,726,13114,0.41324944413774983,500844,Stocks,3
3140,30,M,3,2570212,Salaried,834,41031,0.2796921829201036,1238397,MF,0
3141,38,F,1,894969,Self-employed,532,17055,0.24401652189671236,50612,Stocks,2
3142,56,M,2,836750,Self-employed,610,11334,0.2048527913178889,189270,MF,1
3143,44,M,2,2008344,Salaried,786,10000,0.08249493691144402,8448,Stocks,1
3144,43,M,3,3635920,Salaried,650,10000,0.3274551154764243,1939294,MF,0
3145,36,M,3,2408796,Self-employed,741,10000,0.09452599104941209,443231,None,1
3146,38,F,2,337143,Salaried,741,10000,0.286355669286378,268852,MF_Stocks,1
3147,54,F,1,691554,Business,788,10000,0.18910326132591546,73718,Insurance,2
3148,46,F,2,1603976,Business,635,41700,0.21083443183364994,9415,MF_Stocks,0
3149,50,F,3,1642741,Salaried,444,10000,0.4321834402453892,138750,None,1
3150,40,F,2,1225850,Self-employed,739,10000,0.08489634305422007,124942,Stocks,1
3151,45,M,3,1023716,Self-employed,543,10000,0.05,173562,Stocks,0
3152,35,M,2,617811,Salaried,793,10000,0.5,25972,MF,1
3153,47,M,2,5237463,Salaried,695,10000,0.16112927011799094,1479174,None,2
3154,40,M,2,1516290,Salaried,670,10000,0.10974865955067362,29726,MF_Stocks,1
3155,40,M,3,2631606,Business,769,48216,0.26104874165634206,173895,MF,0
3156,45,M,3,1853070,Self-employed,525,11321,0.06778616544620324,2501,MF_Stocks,1
3157,57,M,2,1729464,Salaried,679,10000,0.12898028050585703,335460,Insurance,0
3158,30,M,2,1329464,Salaried,744,40796,0.10940578263663807,80435,Stocks,2
3159,51,F,2,824486,Salaried,725,10000,0.05,188841,Stocks,1
3160,36,M,1,462986,Self-employed,651,10000,0.23345825569556572,96127,Stocks,3
3161,40,M,3,2257045,Salaried,652,10000,0.07002895616444844,868156,Stocks,0
3162,28,F,2,1519520,Self-employed,850,10000,0.29771819361949653,454312,Stocks,1
3163,37,M,3,3084415,Salaried,791,10000,0.1914906467071752,38243,Insurance,2
3164,42,M,3,2817811,Salaried,633,10000,0.4175669426038346,514196,MF_Stocks,2
3165,30,M,3,1033215,Salaried,834,10000,0.10554917736070694,510148,MF,3
3166,41,M,3,3554117,Salaried,775,116673,0.24952581703439347,60995,Stocks,0
3167,56,M,2,2644137,Self-employed,748,10000,0.05,2000000,Stocks,3
3168,31,M,3,2557250,Self-employed,752,44169,0.4024482557059043,2000000,MF_Stocks,1
3169,49,F,1,4990101,Business,585,27494,0.11108589392422612,686199,MF,2
3170,39,F,2,5047267,Self-employed,850,10000,0.2760083593736209,477754,MF_Stocks,2
3171,46,M,3,2809717,Salaried,795,10000,0.22722260507421466,1310190,MF_Stocks,0
3172,36,M,1,1612448,Business,724,10898,0.15712961155019506,815408,Stocks,1
3173,33,M,3,3275854,Self-employed,724,10000,0.29288065234557425,1421365,Insurance,1
3174,33,F,3,1205884,Salaried,690,10000,0.12227874453745576,501602,MF_Stocks,0
3175,30,M,3,1192301,Salaried,643,33212,0.1521244029938438,340329,None,0
3176,34,F,2,2134022,Business,753,10000,0.18859769138786459,18517,MF,2
3177,46,F,2,932516,Self-employed,620,14407,0.27533269682554073,200734,Stocks,2
3178,54,M,2,2352566,Self-employed,715,10000,0.25003201936385117,192379,MF_Stocks,3
3179,51,M,3,2102044,Salaried,709,10000,0.5,475794,Stocks,0
3180,46,M,2,932676,Self-employed,738,24970,0.3328673330527999,83754,None,1
3181,31,M,2,1412885,Salaried,794,10000,0.28124123516722566,120582,MF,3
3182,36,M,2,3166382,Salaried,740,10106,0.15152736362014693,237219,None,1
3183,37,M,1,1218658,Self-employed,769,10000,0.28268012172421764,143612,MF_Stocks,1
3184,35,M,1,1198146,Self-employed,506,10000,0.1845948084596035,138342,MF_Stocks,1
3185,42,M,1,1481157,Salaried,746,10000,0.37344421189467697,737721,Stocks,1
3186,42,F,2,1994516,Salaried,707,10000,0.1537517730102413,259062,Insurance,2
3187,38,M,3,1449528,Salaried,737,10000,0.25585417545500844,164119,Stocks,2
3188,38,F,1,1444964,Salaried,647,34758,0.32047844458599273,105935,Insurance,2
3189,51,F,1,701567,Salaried,815,10000,0.5,138974,MF,4
3190,50,F,2,992903,Salaried,725,21570,0.05,110559,MF_Stocks,3
3191,37,F,3,1174337,Salaried,625,16524,0.44778394853722736,1124047,Stocks,2
3192,55,M,1,1804512,Self-employed,643,10000,0.10682138122166605,287256,Insurance,2
3193,58,M,1,1535614,Salaried,790,10000,0.28462929269763615,1381,MF,1
3194,37,F,1,1070057,Salaried,691,10000,0.5,115634,MF,1
3195,38,F,2,2224091,Business,699,10000,0.15479975703746268,116815,Insurance,4
3196,42,F,1,1526152,Self-employed,680,10000,0.2104107411050009,165315,MF,1
3197,57,O,2,1413426,Salaried,801,25896,0.35610834143980463,103805,None,2
3198,53,M,3,1040083,Salaried,748,10000,0.3528906397462725,65063,MF,2
3199,31,M,2,850686,Self-employed,581,24289,0.34989590910214224,47355,Insurance,2
3200,39,M,1,490343,Salaried,602,14152,0.08625528325051958,303354,MF_Stocks,2
3201,43,M,2,1659626,Self-employed,700,10000,0.2093050826247506,13942,Insurance,0
3202,42,M,2,902673,Salaried,635,10000,0.24369740419423103,346378,Stocks,0
3203,34,F,3,1280059,Business,483,10000,0.2913555260596496,41160,None,4
3204,53,F,1,1240238,Self-employed,625,10000,0.36926378418321626,15024,MF_Stocks,4
3205,46,M,3,3474785,Salaried,672,10000,0.5,367243,None,2
3206,52,F,3,3359918,Salaried,659,10000,0.2740487644230574,879899,Insurance,2
3207,53,F,1,1295676,Salaried,772,32865,0.44302178076700904,1473965,MF,2
3208,48,F,3,4016511,Salaried,476,10000,0.2695138981706893,305194,Insurance,2
3209,40,M,2,446012,Salaried,622,10000,0.5,33482,Stocks,0
3210,44,F,2,4739307,Salaried,779,18016,0.3024799953672941,191599,None,0
3211,33,F,1,1689578,Salaried,633,10000,0.05,720420,Stocks,1
3212,46,M,1,1340795,Self-employed,578,10000,0.21665865534946582,532364,Stocks,4
3213,33,M,2,827998,Salaried,631,10000,0.1114792485333881,129941,None,4
3214,47,F,2,1207229,Self-employed,744,13502,0.35939998131093165,126863,None,2
3215,35,M,2,2069670,Self-employed,674,29197,0.05,129300,MF_Stocks,0
3216,32,M,2,2049041,Business,627,10000,0.4072796761704345,314702,MF_Stocks,3
3217,33,M,2,2110885,Self-employed,748,10000,0.5,873995,None,2
3218,28,F,2,876859,Business,737,10000,0.4652172184192103,260245,MF_Stocks,1
3219,47,F,1,727973,Business,573,10000,0.06612688709419835,124162,Insurance,2
3220,48,M,2,1777827,Salaried,709,10000,0.27499103514835394,341547,Stocks,2
3221,42,M,2,2403199,Salaried,570,33691,0.2742482487825535,508140,Stocks,0
3222,33,F,2,1416207,Salaried,817,16795,0.13952244518171203,508408,MF,4
3223,31,F,1,2658065,Salaried,823,10000,0.2585680973312329,81834,None,2
3224,28,F,1,1080465,Salaried,671,10000,0.29952850811466925,197755,None,1
3225,33,M,1,1114664,Self-employed,806,10000,0.34497241701509146,68861,MF,2
3226,54,M,3,2911123,Salaried,624,10000,0.0725971844867076,1726605,Stocks,1
3227,35,M,2,2984155,Salaried,686,29955,0.27066879550349665,1858678,Stocks,4
3228,38,F,1,521198,Salaried,641,10000,0.38488846291487827,28249,MF,1
3229,31,M,1,558724,Business,697,16394,0.5,287341,Insurance,1
3230,35,M,1,942603,Salaried,706,19822,0.4678392825670053,312664,MF,2
3231,42,M,2,6000000,Business,699,93966,0.4695343913620042,1055977,Insurance,3
3232,44,M,1,1058432,Salaried,690,10000,0.3266607495502496,353279,MF,1
3233,35,F,2,1334703,Self-employed,712,10000,0.2921899601387657,26045,MF,1
3234,30,M,2,1999804,Salaried,825,10000,0.1459301222252173,1359859,None,0
3235,39,F,3,3196988,Salaried,498,38482,0.19506952175482095,740617,MF_Stocks,0
3236,35,F,2,1589866,Business,850,13753,0.4208133956782093,7494,Stocks,0
3237,34,M,2,2864989,Salaried,664,10000,0.16597112901068836,345778,None,1
3238,59,F,3,978387,Salaried,692,10000,0.35521588142666977,129535,None,0
3239,45,F,2,977419,Salaried,832,10000,0.4938509454546803,509412,Stocks,2
3240,43,F,3,3663394,Self-employed,760,75881,0.08261465472156536,1189035,Stocks,1
3241,39,M,2,1490389,Business,753,10000,0.17501487108371475,33122,MF_Stocks,3
3242,40,M,2,699443,Self-employed,824,10000,0.2567167132426976,4147,MF,1
3243,43,M,2,689856,Salaried,683,10000,0.43971496198563237,6396,Stocks,2
3244,47,F,3,1148638,Salaried,791,10000,0.30792481448448483,9592,MF,1
3245,47,F,2,1572149,Salaried,573,10000,0.33093826428527295,155185,None,0
3246,33,F,3,2265993,Self-employed,741,10279,0.12967694878693056,166993,MF,4
3247,42,M,1,997998,Salaried,756,10000,0.3026579717246344,402388,Insurance,1
3248,39,M,2,1865392,Self-employed,814,10000,0.5,541156,MF_Stocks,3
3249,53,F,3,1489141,Salaried,770,10000,0.3667778108575852,63807,Insurance,2
3250,45,M,2,3225751,Salaried,720,10000,0.15612190084115565,695125,MF,3
3251,42,F,3,6000000,Salaried,668,10000,0.2346565646657247,2000000,MF_Stocks,2
3252,32,M,1,872255,Salaried,667,10000,0.35295025290236803,195794,Stocks,1
3253,44,M,3,2447271,Self-employed,667,55253,0.19875703508166195,371157,MF_Stocks,0
3254,32,M,2,1780993,Salaried,570,10000,0.22267699746256203,730447,MF_Stocks,3
3255,38,M,1,1272706,Salaried,850,10000,0.23231950304862,572492,MF,0
3256,32,M,3,2516776,Salaried,799,10000,0.2380323450901498,301585,Insurance,3
3257,47,M,1,1695047,Salaried,725,38806,0.2487216373398962,83010,MF_Stocks,1
3258,34,M,1,849022,Salaried,781,14677,0.10345291109107162,368716,None,0
3259,39,M,1,2604822,Self-employed,775,10000,0.4828675481073865,974039,MF_Stocks,0
3260,54,M,2,1860499,Salaried,600,51195,0.48644321223514264,535792,None,2
3261,34,F,3,1367822,Salaried,763,10000,0.21074348391104972,206322,MF_Stocks,3
3262,42,M,1,5266438,Self-employed,826,10000,0.23817530138681445,246236,Stocks,0
3263,40,F,2,1391346,Self-employed,632,16788,0.19769442104454296,521888,None,3
3264,28,F,1,1234265,Salaried,546,10000,0.46652980543177125,73146,MF,0
3265,50,F,3,2113214,Business,583,23796,0.3892569255591764,155509,Stocks,0
3266,30,F,1,1000479,Business,690,19597,0.14143272509346014,44552,MF_Stocks,4
3267,41,M,1,1576782,Salaried,578,12069,0.43634136405797835,844195,None,0
3268,43,F,1,739037,Self-employed,682,22112,0.3115191019254391,123497,Stocks,0
3269,45,F,2,2213865,Salaried,634,10000,0.5,71253,MF,4
3270,47,F,3,650593,Salaried,699,10000,0.3757829068630719,234669,MF_Stocks,3
3271,35,M,2,658979,Salaried,649,10000,0.21163202955202387,132217,MF,1
3272,28,M,1,3167505,Self-employed,696,40692,0.33717943826861707,1128712,None,1
3273,48,M,2,744204,Self-employed,760,10000,0.2624197984370773,202893,None,2
3274,42,F,3,559209,Salaried,604,10000,0.1549161453894239,203206,MF,5
3275,52,F,1,634204,Salaried,728,11082,0.23855093857055462,22502,Insurance,0
3276,51,M,1,3739821,Salaried,614,10000,0.5,142187,MF,2
3277,52,M,1,453096,Salaried,699,10000,0.17399946432708716,78998,Insurance,0
3278,41,F,3,1015177,Business,691,10000,0.267860531439407,393222,MF,1
3279,37,M,2,607944,Salaried,735,10000,0.3109541192087849,166160,MF,3
3280,50,F,2,1360487,Salaried,718,10000,0.22410797911497013,535592,Insurance,0
3281,40,F,1,918736,Salaried,823,12069,0.2633301469207906,103497,MF,2
3282,34,M,2,1067695,Business,697,12810,0.2148855168824231,9251,MF,2
3283,52,F,3,5861013,Self-employed,637,10000,0.3086693967741826,177592,Insurance,2
3284,54,M,1,657529,Salaried,792,10000,0.08820999873885012,56481,MF,1
3285,41,F,3,1694248,Salaried,733,10000,0.17311036146896264,1069975,MF,1
3286,30,F,2,1690795,Salaried,788,10000,0.061663341711257945,559752,Insurance,4
3287,39,F,1,656594,Business,688,10000,0.26123182548175866,151326,None,2
3288,50,M,2,2147436,Salaried,569,10000,0.5,1241667,Stocks,0
3289,55,M,3,1540408,Salaried,850,10000,0.0971272616815066,1476,None,1
3290,34,M,2,1783435,Salaried,639,36335,0.29647565292475786,327165,MF,1
3291,30,M,3,1572998,Salaried,583,10000,0.3603593317446708,476580,Stocks,2
3292,53,M,1,391229,Salaried,771,10000,0.25165981133436444,2708,None,0
3293,39,M,2,3241807,Salaried,605,61921,0.23807132032859893,1046105,Stocks,3
3294,43,M,3,6000000,Salaried,660,100400,0.4615624534663085,1612771,Insurance,1
3295,59,M,3,1801250,Salaried,712,10000,0.43510144556739444,424065,None,3
3296,30,M,2,805145,Salaried,685,10000,0.43514697397413826,650481,Insurance,0
3297,45,F,2,3820653,Salaried,663,10000,0.4495959975255919,191685,None,2
3298,30,F,1,3362370,Self-employed,850,73784,0.20240417031719318,2000000,MF_Stocks,1
3299,38,M,1,1058286,Salaried,688,10000,0.16427094568916034,663468,MF_Stocks,0
3300,50,M,1,1144834,Salaried,610,10000,0.4956032521582718,462001,Stocks,2
3301,40,M,1,1137587,Self-employed,797,10000,0.28178494580647134,716115,Insurance,0
3302,63,M,1,531201,Business,627,10000,0.5,442287,None,1
3303,43,M,2,1280915,Salaried,689,10000,0.1373073203870842,257626,MF,1
3304,37,F,3,4915328,Salaried,609,142017,0.16372690177935778,669864,Stocks,0
3305,35,F,2,1297663,Self-employed,721,10000,0.2556095064702679,120145,Stocks,1
3306,38,F,2,787309,Salaried,703,10000,0.05,50242,MF_Stocks,1
3307,38,M,3,2381556,Business,697,10000,0.07865148265837173,418482,None,1
3308,30,F,1,724768,Business,715,10000,0.23198950028355586,274886,Stocks,1
3309,38,F,2,1412011,Salaried,781,28093,0.06217452822919055,166815,MF,2
3310,41,M,2,701989,Salaried,770,22290,0.2534674145601055,303909,Stocks,0
3311,48,M,1,688804,Salaried,596,19722,0.07999635384066844,118558,Stocks,1
3312,46,M,3,2891371,Business,632,10000,0.3621441827730642,202122,None,2
3313,47,M,1,1363340,Self-employed,792,10000,0.35116120926161365,324768,MF_Stocks,2
3314,28,F,1,664895,Salaried,621,10000,0.05,452104,Stocks,1
3315,34,M,1,1210076,Salaried,749,10000,0.3488230635469587,54839,None,1
3316,46,M,3,1290264,Self-employed,783,10000,0.1893516074513241,228884,MF,1
3317,41,M,2,939146,Business,535,10000,0.5,17111,MF_Stocks,2
3318,28,M,2,2729476,Self-employed,659,10000,0.2508763837636076,995882,Stocks,2
3319,50,F,2,2565227,Salaried,781,10000,0.23581214636893594,1340610,Stocks,0
3320,49,F,1,1277744,Salaried,685,30548,0.1248299201616913,65026,None,1
3321,43,F,2,1663382,Salaried,659,20164,0.1935062417596328,63026,MF,3
3322,30,M,2,1373002,Business,783,10000,0.06027591271724914,11535,MF,0
3323,49,F,1,1733367,Salaried,810,10000,0.405309618385993,569061,MF,3
3324,44,M,2,951094,Self-employed,632,10000,0.11739046232471152,10219,MF,1
3325,50,F,1,2190153,Salaried,850,37675,0.21363937792752255,1942426,MF_Stocks,1
3326,49,M,1,1599993,Salaried,521,10000,0.3206899224076519,111645,MF,2
3327,50,M,3,1624357,Self-employed,549,10000,0.1594707608854042,367607,MF_Stocks,3
3328,42,M,2,1130004,Self-employed,654,10000,0.5,305170,Insurance,1
3329,32,M,2,2322869,Salaried,666,10000,0.12923446320160045,99250,None,1
3330,46,F,2,1424363,Salaried,671,11432,0.12513168709408534,60298,Insurance,0
3331,45,M,2,1017631,Self-employed,646,28157,0.2697767788956635,3964,Stocks,1
3332,48,M,2,1255491,Self-employed,627,10000,0.1594878846058598,438095,None,2
3333,33,M,3,2715859,Self-employed,677,10000,0.2921284513100758,93903,MF_Stocks,4
3334,34,F,2,542061,Salaried,641,10000,0.41630825900779894,48797,Insurance,1
3335,54,M,3,1572957,Salaried,768,36049,0.31986560494975935,283711,Insurance,2
3336,48,F,3,3573199,Business,703,73102,0.2999836387563368,1286180,MF_Stocks,1
3337,55,F,2,1500321,Business,677,10000,0.1642716729145852,119073,MF,1
3338,49,M,3,2227180,Salaried,692,10000,0.3422579442542146,772622,MF_Stocks,3
3339,44,M,2,2949454,Business,811,19732,0.16294752459882053,344089,None,1
3340,46,M,2,2662897,Salaried,651,10000,0.15737788029853644,724952,Stocks,2
3341,54,F,1,1036805,Salaried,572,20024,0.3089361843552601,137265,Stocks,0
3342,44,M,2,1420945,Self-employed,602,10000,0.2911377048617092,764962,Stocks,1
3343,45,M,3,3177045,Salaried,676,10000,0.20576732666707565,314772,MF_Stocks,1
3344,33,F,3,3007975,Business,748,10000,0.1190446706995443,951496,MF_Stocks,5
3345,41,F,3,1708681,Salaried,787,32856,0.2679247149762671,389163,None,0
3346,47,M,1,1231570,Salaried,850,16322,0.345132950035657,519660,Insurance,4
3347,36,M,2,1699188,Salaried,773,10000,0.1381423237612033,945109,MF_Stocks,3
3348,34,M,1,2557685,Salaried,611,10000,0.5,1605697,MF,2
3349,37,M,2,2767052,Salaried,679,17348,0.2560951343035843,699030,Stocks,1
3350,35,M,2,2176701,Salaried,483,31007,0.19631185792240266,202590,None,3
3351,34,F,2,745839,Salaried,668,10000,0.27441072233958275,13263,MF_Stocks,0
3352,40,M,2,1265035,Self-employed,639,10000,0.26583763753725126,78384,MF_Stocks,0
3353,55,F,2,1452429,Salaried,468,45283,0.3367948211131507,65751,None,2
3354,42,F,1,2847734,Self-employed,850,10000,0.27927496739685964,159171,Insurance,1
3355,34,M,1,975938,Salaried,662,15819,0.06855065135462424,668220,MF_Stocks,1
3356,30,F,3,3560313,Salaried,489,86048,0.05,609661,Insurance,2
3357,47,M,1,903028,Salaried,672,23344,0.06614061551332387,127649,MF,2
3358,39,O,1,880651,Salaried,850,10000,0.44591200868041153,56696,Insurance,1
3359,51,F,3,2554058,Self-employed,850,10000,0.28345398619354,441503,None,1
3360,46,M,3,4758933,Business,705,44796,0.40980881018898185,2000000,Stocks,2
3361,50,M,3,1675111,Salaried,709,10000,0.31734554787680747,98500,Insurance,0
3362,36,M,1,300000,Salaried,822,10000,0.1220412790509324,25219,Stocks,1
3363,47,M,1,497533,Salaried,684,10000,0.09489159433375234,179520,MF_Stocks,1
3364,36,M,3,2087110,Business,746,14258,0.1731372080443985,1378326,MF,1
3365,57,M,3,817438,Self-employed,783,10000,0.43258563499325287,152348,MF,1
3366,45,F,2,920789,Salaried,592,10000,0.31803924167642594,341391,MF,2
3367,37,M,1,1168514,Salaried,850,10000,0.4006813634589995,4745,Stocks,2
3368,36,F,1,300000,Salaried,612,10000,0.25765121203054336,76774,None,0
3369,34,F,1,896844,Self-employed,636,10000,0.16556054813064516,9780,Insurance,2
3370,47,M,2,780580,Self-employed,709,10000,0.37129512258031366,897601,Insurance,1
3371,34,F,1,458156,Business,793,10000,0.22113016390360848,91918,MF_Stocks,2
3372,44,M,3,1133945,Salaried,767,10000,0.05319493131924372,49807,MF_Stocks,3
3373,36,M,1,604780,Self-employed,695,10000,0.5,299670,MF,0
3374,46,F,3,2461629,Salaried,728,22236,0.13408618388011145,775752,None,2
3375,51,M,1,2699103,Self-employed,807,18409,0.09882691002985593,276839,MF_Stocks,1
3376,49,F,2,1279748,Salaried,700,16936,0.449240595423975,14376,MF_Stocks,0
3377,49,F,1,905004,Self-employed,618,14556,0.25217132096202693,235923,Stocks,3
3378,34,F,3,1343902,Salaried,639,28370,0.28671410050574836,339394,MF_Stocks,3
3379,31,F,2,715482,Salaried,790,10000,0.20550319142068554,67006,MF,1
3380,47,F,1,586943,Self-employed,618,10000,0.4032110981600836,151754,Stocks,0
