symbol,company_name,sector,market_cap,market_cap_class,current_price,beta,volatility_30d,volatility_90d,open,high,low,close,volume,return_1m,return_3m,return_6m,return_1y,return_3y,dividend_yield,risk_bucket,last_updated,ticker,ticker_yf
NAUKRI.NS,Info Edge (India) Limited,Others,875390304256,Mid Cap,1352.1,0.57,23.38,24.72,1362.6,1371.7,1345.3,1352.1,437421,1.67,0.15,-7.97,-21.19,67.88,35.0,Medium,2025-12-15 11:21:39,NAUKRI,NAUKRI.NS
HYUNDAI.NS,,Automobile,1866813276160,Large Cap,2297.5,1.0,22.75,31.87,2323.4,2330.1,2280.3,2297.5,490838,-3.41,-11.74,19.23,28.98,23.91,90.0,Low,2025-12-15 11:21:40,HYUNDAI,HYUNDAI.NS
DIXON.NS,Dixon Technologies (India) Limited,Consumer Durables,826011484160,Mid Cap,13646.0,-0.157,38.01,32.01,13313.0,13675.0,13231.0,13650.0,253801,-12.73,-24.63,-4.12,-22.84,252.42,6.0,Medium,2025-12-15 11:21:44,DIXON,DIXON.NS
IDFCFIRSTB.NS,IDFC First Bank Limited,Banking,719822258176,Mid Cap,83.75,0.502,19.62,22.82,82.19,84.0,81.74,83.75,14916587,3.38,17.05,19.78,30.61,17.27,30.0,Medium,2025-12-15 11:21:45,IDFCFIRSTB,IDFCFIRSTB.NS
GMRAIRPORT.NS,GMR Airports Limited,Infrastructure,1119636422656,Large Cap,106.0,0.562,33.63,25.48,103.95,106.9,103.24,106.0,30128461,8.52,14.17,28.08,25.35,161.73,0.0,Medium,2025-12-15 11:21:46,GMRAIRPORT,GMRAIRPORT.NS
FEDERALBNK.NS,The Federal Bank Limited,Banking,648986165248,Mid Cap,263.95,0.186,15.41,19.59,262.0,264.95,260.9,263.95,3491349,10.41,34.39,29.68,24.86,114.87,46.0,Low,2025-12-15 11:21:47,FEDERALBNK,FEDERALBNK.NS
MARICO.NS,Marico Limited,FMCG,952453103616,Mid Cap,735.65,0.132,18.62,16.5,729.6,737.8,722.0,735.65,615133,-3.29,1.62,8.17,17.46,40.08,144.0,Low,2025-12-15 11:21:48,MARICO,MARICO.NS
HINDPETRO.NS,Hindustan Petroleum Corporation Limited,Energy,988799107072,Mid Cap,464.7,1.044,18.08,22.28,461.05,466.9,456.5,464.7,1236209,-4.48,16.8,22.53,17.04,193.3,337.0,Medium,2025-12-15 11:21:49,HINDPETRO,HINDPETRO.NS
ASHOKLEY.NS,Ashok Leyland Limited,Automobile,972181602304,Mid Cap,165.48,0.229,31.55,30.06,163.8,165.74,162.51,165.51,6447634,12.25,23.85,42.11,47.46,144.55,191.0,Low,2025-12-15 11:21:51,ASHOKLEY,ASHOKLEY.NS
COFORGE.NS,Coforge Limited,IT,623912353792,Mid Cap,1863.0,0.25,27.47,30.61,1855.0,1872.9,1835.5,1863.0,289259,3.44,4.92,1.68,2.22,110.66,86.0,Medium,2025-12-15 11:21:52,COFORGE,COFORGE.NS
POLYCAB.NS,Polycab India Limited,Consumer Durables,1102300708864,Large Cap,7322.5,0.446,18.37,19.46,7250.5,7355.0,7223.5,7322.5,52540,-4.69,-0.98,21.88,-1.64,117.3,48.0,Medium,2025-12-15 11:21:54,POLYCAB,POLYCAB.NS
SUPREMEIND.NS,The Supreme Industries Limited,Others,412986114048,Mid Cap,3248.9,0.25,18.17,26.22,3230.5,3250.0,3182.1,3248.0,333602,-10.42,-29.09,-29.48,-32.44,20.26,109.0,Medium,2025-12-15 11:21:55,SUPREMEIND,SUPREMEIND.NS
DABUR.NS,Dabur India Limited,FMCG,881612619776,Mid Cap,497.05,0.231,14.48,20.73,493.5,497.8,493.1,497.05,210074,-5.19,-6.73,6.91,-0.39,-7.36,162.0,Low,2025-12-15 11:21:56,DABUR,DABUR.NS
AUBANK.NS,AU Small Finance Bank Limited,Banking,723766411264,Mid Cap,970.95,0.307,20.65,25.68,965.0,974.5,957.4,970.95,429544,6.38,36.52,25.74,64.48,25.49,10.0,Medium,2025-12-15 11:21:57,AUBANK,AUBANK.NS
COLPAL.NS,Colgate-Palmolive (India) Limited,FMCG,589683818496,Mid Cap,2166.9,0.32,12.54,19.6,2161.0,2169.0,2146.1,2166.9,47666,-0.9,-7.02,-8.05,-22.12,43.61,236.0,Low,2025-12-15 11:21:58,COLPAL,COLPAL.NS
PHOENIXLTD.NS,The Phoenix Mills Limited,Infrastructure,635559477248,Mid Cap,1777.3,0.278,16.8,23.21,1769.6,1778.3,1746.1,1777.3,175765,1.82,9.98,10.33,-3.56,143.69,14.0,Medium,2025-12-15 11:22:00,PHOENIXLTD,PHOENIXLTD.NS
MUTHOOTFIN.NS,Muthoot Finance Limited,Financial Services,1543538212864,Large Cap,3843.0,0.648,35.1,31.46,3837.4,3859.9,3802.6,3842.9,130712,2.19,28.59,45.25,82.85,253.79,68.0,Low,2025-12-15 11:22:01,MUTHOOTFIN,MUTHOOTFIN.NS
UPL.NS,UPL Limited,Chemicals,631551885312,Mid Cap,747.9,0.699,16.28,19.16,751.0,751.45,743.0,747.9,233712,-3.27,6.43,16.82,37.87,12.09,80.0,Low,2025-12-15 11:22:03,UPL,UPL.NS
OFSS.NS,Oracle Financial Services Software Limited,Others,694795894784,Mid Cap,7983.5,0.149,19.58,28.02,7995.0,8010.0,7933.5,7983.5,25165,-3.66,-11.32,-16.7,-30.82,137.52,163.0,Medium,2025-12-15 11:22:04,OFSS,OFSS.NS
SUZLON.NS,Suzlon Energy Limited,Energy,725941616640,Mid Cap,52.93,1.089,23.98,24.92,52.99,53.13,52.55,52.93,12762804,-8.27,-10.26,-17.96,-19.44,350.47,0.0,Medium,2025-12-15 11:22:05,SUZLON,SUZLON.NS
NMDC.NS,NMDC Limited,Metals,682954260480,Mid Cap,77.78,0.738,21.26,21.59,78.0,78.51,77.53,77.64,8639002,1.44,2.92,14.71,1.48,141.72,423.0,Medium,2025-12-15 11:22:07,NMDC,NMDC.NS
IRCTC.NS,Indian Railway Catering & Tourism Corporation Limited,Infrastructure,538120028160,Mid Cap,672.65,0.113,13.98,13.64,673.0,673.95,670.5,672.65,112807,-4.99,-6.84,-11.75,-18.89,6.58,133.0,Medium,2025-12-15 11:22:08,IRCTC,IRCTC.NS
PERSISTENT.NS,Persistent Systems Limited,IT,983011819520,Mid Cap,6313.5,0.456,26.32,29.23,6321.0,6336.5,6259.0,6313.5,73743,3.22,14.99,4.33,-1.31,149.84,55.0,Low,2025-12-15 11:22:09,PERSISTENT,PERSISTENT.NS
PAYTM.NS,One97 Communications Limited,Retail,832752713728,Mid Cap,1300.0,-0.655,30.15,29.76,1301.0,1315.0,1294.0,1300.0,606005,-2.47,5.58,50.26,36.04,86.42,0.0,High,2025-12-15 11:22:10,PAYTM,PAYTM.NS
NHPC.NS,NHPC Limited,Energy,771860398080,Mid Cap,76.84,0.225,13.52,20.29,76.9,77.3,76.52,76.84,1545674,-5.43,-13.28,-9.13,-7.35,86.75,248.0,Medium,2025-12-15 11:22:11,NHPC,NHPC.NS
MPHASIS.NS,Mphasis Limited,IT,551600979968,Mid Cap,2897.9,0.508,18.99,26.56,2895.7,2903.5,2860.3,2898.0,76595,7.78,-1.79,9.75,-7.35,59.27,196.0,Medium,2025-12-15 11:22:12,MPHASIS,MPHASIS.NS
INDUSINDBK.NS,IndusInd Bank Limited,Banking,655085993984,Mid Cap,840.85,0.24,24.74,23.38,845.95,845.95,835.4,840.85,743948,-1.55,13.28,3.92,-15.74,-33.2,192.0,Medium,2025-12-15 11:22:13,INDUSINDBK,INDUSINDBK.NS
AUROPHARMA.NS,Aurobindo Pharma Limited,Pharma,689353457664,Mid Cap,1186.9,0.078,21.32,23.12,1200.0,1200.2,1182.0,1186.9,100157,-4.04,8.73,7.36,-1.91,81.69,33.0,Medium,2025-12-15 11:22:14,AUROPHARMA,AUROPHARMA.NS
OIL.NS,Oil India Limited,Energy,654302969856,Mid Cap,402.25,0.302,14.27,19.98,403.5,403.95,398.35,402.25,252616,-7.05,1.67,-14.89,-11.12,155.44,371.0,Medium,2025-12-15 11:22:16,OIL,OIL.NS
APLAPOLLO.NS,APL Apollo Tubes Limited,Others,479786893312,Mid Cap,1727.5,0.294,15.41,15.49,1745.2,1745.2,1722.1,1727.5,191125,-2.82,1.76,-5.45,7.9,53.74,33.0,Low,2025-12-15 11:22:17,APLAPOLLO,APLAPOLLO.NS
SRF.NS,SRF Limited,Chemicals,889719160832,Mid Cap,3001.5,0.097,22.58,21.24,3023.6,3023.6,2984.9,3001.5,181316,5.94,1.79,-2.99,28.79,19.53,26.0,Low,2025-12-15 11:22:18,SRF,SRF.NS
YESBANK.NS,Yes Bank Limited,Banking,682461691904,Mid Cap,21.75,0.302,20.49,24.49,21.87,21.95,21.7,21.75,16999641,-6.09,3.52,9.08,2.59,34.26,0.0,Medium,2025-12-15 11:22:19,YESBANK,YESBANK.NS
HEROMOTOCO.NS,Hero MotoCorp Limited,Automobile,1182782455808,Large Cap,5911.5,0.681,26.8,24.59,5939.5,5949.5,5876.5,5911.5,214442,1.95,11.2,37.29,35.0,132.02,218.0,Low,2025-12-15 11:22:21,HEROMOTOCO,HEROMOTOCO.NS
JUBLFOOD.NS,Jubilant FoodWorks Limited,FMCG,381019553792,Mid Cap,579.5,0.002,29.47,24.38,581.95,581.95,570.55,579.5,699923,-3.93,-8.44,-14.33,-13.63,20.66,21.0,Medium,2025-12-15 11:22:22,JUBLFOOD,JUBLFOOD.NS
PAGEIND.NS,Page Industries Limited,Retail,408531501056,Mid Cap,36625.0,0.01,16.06,20.26,36800.0,36925.0,36600.0,36625.0,2098,-6.91,-17.14,-19.2,-21.05,-2.14,135.0,Low,2025-12-15 11:22:23,PAGEIND,PAGEIND.NS
TIINDIA.NS,Tube Investments of India Limited,Others,509857136640,Mid Cap,2634.8,-0.312,23.73,27.78,2655.0,2656.8,2605.0,2634.8,127304,-14.78,-22.61,-9.23,-27.91,-7.73,13.0,Medium,2025-12-15 11:22:24,TIINDIA,TIINDIA.NS
SBICARD.NS,SBI Cards and Payment Services Limited,Financial Services,824420794368,Mid Cap,866.4,0.341,18.54,21.43,870.1,874.6,864.05,866.4,283966,-2.56,-3.36,-12.57,19.56,-4.89,29.0,Low,2025-12-15 11:22:26,SBICARD,SBICARD.NS
LUPIN.NS,Lupin Limited,Pharma,955349008384,Mid Cap,2091.4,0.351,17.18,20.93,2121.9,2121.9,2086.4,2091.4,187566,1.92,1.93,8.25,-0.73,163.86,57.0,Medium,2025-12-15 11:22:27,LUPIN,LUPIN.NS
PIIND.NS,PI Industries Limited,Others,496661200896,Mid Cap,3273.9,0.374,20.69,20.21,3308.0,3308.0,3260.0,3273.9,62209,-7.58,-11.8,-21.34,-18.85,-8.62,60.0,Low,2025-12-15 11:22:29,PIIND,PIIND.NS
BHEL.NS,Bharat Heavy Electricals Limited,Others,982638329856,Mid Cap,282.2,0.711,29.89,29.21,285.15,286.45,281.55,282.2,1980184,-1.16,21.54,12.06,15.66,246.97,18.0,Medium,2025-12-15 11:22:30,BHEL,BHEL.NS
INDUSTOWER.NS,Indus Towers Limited,Others,1082675757056,Large Cap,410.55,-0.041,20.67,26.2,418.0,421.95,409.8,410.55,6077470,0.1,14.81,4.71,19.4,166.85,0.0,Medium,2025-12-15 11:22:31,INDUSTOWER,INDUSTOWER.NS
MANKIND.NS,Mankind Pharma Limited,Others,889429819392,Mid Cap,2154.6,0.283,15.28,18.15,2178.9,2180.8,2144.0,2154.6,321687,-4.11,-16.16,-8.4,-18.68,19.49,9.0,Low,2025-12-15 11:22:32,MANKIND,MANKIND.NS
FORTIS.NS,Fortis Healthcare Limited,Pharma,651851333632,Mid Cap,863.1,0.577,20.11,26.58,875.0,876.85,858.0,863.1,344923,-8.58,-10.71,13.47,19.8,216.18,11.0,Low,2025-12-15 11:22:33,FORTIS,FORTIS.NS
OBEROIRLTY.NS,Oberoi Realty Limited,Infrastructure,596628078592,Mid Cap,1640.0,0.342,21.44,22.73,1653.8,1656.4,1637.5,1640.0,53943,-6.03,-0.07,-13.99,-22.57,79.06,48.0,Medium,2025-12-15 11:22:34,OBEROIRLTY,OBEROIRLTY.NS
GODREJPROP.NS,Godrej Properties Limited,Infrastructure,616810348544,Mid Cap,2048.0,0.434,28.5,28.16,2079.8,2079.8,2045.2,2047.8,191421,-6.26,-0.64,-16.61,-28.9,47.29,0.0,Medium,2025-12-15 11:22:36,GODREJPROP,GODREJPROP.NS
PRESTIGE.NS,Prestige Estates Projects Limited,Infrastructure,705105428480,Mid Cap,1637.0,0.16,27.03,26.27,1655.0,1669.7,1631.1,1637.0,135991,-6.63,0.73,-3.29,-5.88,240.29,11.0,Medium,2025-12-15 11:22:37,PRESTIGE,PRESTIGE.NS
POLICYBZR.NS,PB Fintech Limited,Others,873312288768,Mid Cap,1892.8,0.425,28.16,31.07,1895.8,1926.9,1870.0,1892.8,495813,4.25,3.89,-2.94,-11.55,212.37,0.0,Medium,2025-12-15 11:22:38,POLICYBZR,POLICYBZR.NS
BHARATFORG.NS,Bharat Forge Limited,Others,671783911424,Mid Cap,1402.6,0.411,24.75,26.21,1426.0,1426.6,1397.5,1402.6,195531,1.37,11.04,8.35,4.43,80.74,60.0,Medium,2025-12-15 11:22:39,BHARATFORG,BHARATFORG.NS
BSE.NS,BSE Limited,Others,1090212855808,Large Cap,2684.4,0.072,43.57,39.94,2715.0,2733.0,2680.0,2683.3,1358483,-4.57,22.01,0.71,43.93,1377.09,22.0,High,2025-12-15 11:22:40,BSE,BSE.NS
CUMMINSIND.NS,Cummins India Limited,Others,1252718936064,Large Cap,4518.9,0.402,20.95,19.51,4545.0,4598.5,4512.3,4518.9,148540,3.14,9.92,37.54,27.12,165.86,112.0,Low,2025-12-15 11:22:44,CUMMINSIND,CUMMINSIND.NS
HDFCAMC.NS,HDFC Asset Management Company Limited,Others,1122498510848,Large Cap,2619.5,0.444,14.36,21.3,2669.8,2669.8,2617.0,2619.5,162306,-3.67,-9.35,5.12,17.49,183.54,168.0,Low,2025-12-15 11:22:45,HDFCAMC,HDFCAMC.NS
MFSL.NS,Max Financial Services Limited,Others,579102638080,Mid Cap,1678.0,0.623,25.0,22.2,1724.9,1724.9,1678.0,1678.0,158059,-1.2,7.28,5.81,48.88,137.49,0.0,Low,2025-12-15 11:22:46,MFSL,MFSL.NS
KEI.NS,KEI Industries Limited,Others,397730807808,Mid Cap,4158.7,0.241,20.93,22.62,4067.1,4186.0,4053.5,4158.7,101774,0.19,-0.5,15.11,-8.38,108.66,10.0,Medium,2025-12-15 11:22:50,KEI,KEI.NS
IRB.NS,IRB Infrastructure Developers Limited,Infrastructure,251887435776,Mid Cap,41.7,-0.016,18.9,20.18,41.25,41.86,41.25,41.7,3566192,-6.23,-3.79,-15.14,-27.91,47.92,68.0,Medium,2025-12-15 11:22:51,IRB,IRB.NS
TATAELXSI.NS,Tata Elxsi Limited,IT,316123217920,Mid Cap,5072.0,0.518,22.6,22.7,5045.5,5126.0,5016.0,5072.0,75281,-4.36,-11.13,-20.97,-29.92,-29.66,149.0,Medium,2025-12-15 11:22:52,TATAELXSI,TATAELXSI.NS
BLUESTARCO.NS,Blue Star Limited,Consumer Durables,373083799552,Mid Cap,1814.7,-0.09,26.68,26.39,1790.0,1818.0,1785.0,1814.7,86031,1.44,-3.94,8.85,-14.43,152.76,50.0,Medium,2025-12-15 11:22:54,BLUESTARCO,BLUESTARCO.NS
BHARTIHEXA.NS,,Telecom,847549956096,Mid Cap,1695.1,1.0,24.49,28.64,1684.9,1703.4,1683.3,1695.4,22825,-5.02,-0.28,-3.58,21.19,58.81,59.0,Low,2025-12-15 11:22:57,BHARTIHEXA,BHARTIHEXA.NS
360ONE.NS,360 One Wam Limited,Financial Services,465451810816,Mid Cap,1149.1,0.308,24.72,25.93,1142.2,1158.0,1130.3,1149.1,934053,7.21,7.04,-1.25,-4.05,185.42,105.0,Medium,2025-12-15 11:22:58,360ONE,360ONE.NS
KALYANKJIL.NS,Kalyan Jewellers India Limited,Others,497433608192,Mid Cap,481.7,0.049,24.96,31.86,477.1,484.05,475.0,481.7,651999,-2.78,-5.28,-6.11,-36.44,359.65,31.0,Medium,2025-12-15 11:22:59,KALYANKJIL,KALYANKJIL.NS
HUDCO.NS,Housing and Urban Development Corporation Limited,Infrastructure,429167345664,Mid Cap,214.38,0.974,34.02,29.88,213.15,215.1,211.1,214.38,942331,-9.98,-3.97,-3.2,-10.8,309.97,295.0,Medium,2025-12-15 11:23:01,HUDCO,HUDCO.NS
IGL.NS,Indraprastha Gas Limited,Energy,261406113792,Mid Cap,186.62,0.481,20.8,22.62,186.07,187.7,184.28,186.62,291694,-11.75,-13.49,-10.04,-2.9,-19.22,161.0,Medium,2025-12-15 11:23:01,IGL,IGL.NS
MRF.NS,MRF Limited,Automobile,648452112384,Mid Cap,152845.0,0.247,12.88,23.1,152550.0,152950.0,151160.0,152845.0,1506,-2.73,1.3,12.27,16.09,57.97,16.0,Low,2025-12-15 11:23:03,MRF,MRF.NS
ACC.NS,ACC Limited,Cement,333363347456,Mid Cap,1774.1,0.014,18.31,15.52,1774.0,1789.9,1772.8,1774.1,62654,-3.93,-4.92,-4.65,-20.1,1.03,42.0,Medium,2025-12-15 11:23:04,ACC,ACC.NS
ASTRAL.NS,Astral Limited,Chemicals,381295198208,Mid Cap,1419.3,0.231,29.61,28.26,1420.0,1420.9,1403.4,1419.3,73277,-3.17,-3.8,-9.01,-22.38,-21.55,26.0,Medium,2025-12-15 11:23:05,ASTRAL,ASTRAL.NS
LICHSGFIN.NS,LIC Housing Finance Limited,Financial Services,292523474944,Mid Cap,531.8,0.287,15.56,17.3,532.6,533.9,526.8,531.8,476196,-6.87,-6.71,-9.92,-14.41,50.43,188.0,Medium,2025-12-15 11:23:07,LICHSGFIN,LICHSGFIN.NS
VOLTAS.NS,Voltas Limited,Consumer Durables,455826800640,Mid Cap,1377.6,-0.082,26.29,25.7,1370.1,1378.3,1362.0,1377.6,51810,0.27,-2.62,7.04,-22.51,70.17,51.0,Medium,2025-12-15 11:23:08,VOLTAS,VOLTAS.NS
ATGL.NS,Adani Total Gas Limited,Energy,652297306112,Mid Cap,593.1,0.586,15.33,44.86,593.5,597.85,590.35,593.1,103127,-4.62,-2.1,-8.31,-18.77,-10.61,4.0,High,2025-12-15 11:23:11,ATGL,ATGL.NS
NATIONALUM.NS,National Aluminium Company Limited,Metals,510774607872,Mid Cap,278.0,0.873,37.08,30.31,277.7,279.65,276.2,278.0,3796224,6.61,31.9,54.2,26.37,269.73,521.0,Medium,2025-12-15 11:23:15,NATIONALUM,NATIONALUM.NS
TORNTPOWER.NS,Torrent Power Limited,Energy,649330098176,Mid Cap,1288.6,0.403,22.17,23.72,1285.0,1290.0,1274.1,1288.6,49315,-1.63,2.12,-8.4,-22.55,141.57,147.0,Medium,2025-12-15 11:23:18,TORNTPOWER,TORNTPOWER.NS
BIOCON.NS,Biocon Limited,Pharma,514338029568,Mid Cap,385.25,0.239,32.22,28.11,389.0,389.05,383.55,385.25,451511,-8.48,6.95,9.39,8.15,58.46,13.0,Medium,2025-12-15 11:23:21,BIOCON,BIOCON.NS
ALKEM.NS,Alkem Laboratories Limited,Pharma,670699880448,Mid Cap,5609.5,0.314,12.49,18.38,5611.0,5630.0,5579.5,5609.5,8250,-1.98,1.94,16.74,4.19,70.24,28.0,Low,2025-12-15 11:23:22,ALKEM,ALKEM.NS
TATATECH.NS,Tata Technologies Limited,IT,266898145280,Mid Cap,657.8,0.707,18.08,20.28,660.0,661.9,656.8,657.8,182899,-3.66,-7.54,-12.29,-29.15,-39.07,127.0,Low,2025-12-15 11:23:23,TATATECH,TATATECH.NS
BANKINDIA.NS,Bank of India Limited,Banking,640970063872,Mid Cap,140.79,0.826,24.75,25.53,141.1,141.12,140.14,140.79,829614,-4.45,19.79,21.94,29.1,107.86,287.0,Medium,2025-12-15 11:23:25,BANKINDIA,BANKINDIA.NS
RVNL.NS,Rail Vikas Nigam Limited,Infrastructure,653426360320,Mid Cap,312.7,1.111,20.34,24.34,312.0,314.45,311.7,312.7,644143,-4.37,-11.89,-21.54,-33.33,163.54,55.0,High,2025-12-15 11:23:26,RVNL,RVNL.NS
WAAREEENER.NS,,Energy,851647201280,Mid Cap,2960.8,1.0,27.14,38.54,2968.0,2972.0,2937.0,2960.8,220828,-10.32,-17.23,6.17,-10.02,-5.49,13.0,Medium,2025-12-15 11:23:27,WAAREEENER,WAAREEENER.NS
CONCOR.NS,Container Corporation of India Limited,Infrastructure,383394447360,Mid Cap,503.25,0.148,18.18,19.35,506.0,506.0,501.55,503.25,184637,-2.39,-10.34,-15.54,-37.97,-22.36,182.0,Medium,2025-12-15 11:23:28,CONCOR,CONCOR.NS
TATACOMM.NS,Tata Communications Limited,Others,510948016128,Mid Cap,1792.8,0.559,22.26,31.68,1799.1,1807.2,1785.0,1792.8,24070,-5.98,7.33,6.38,-1.11,46.01,139.0,Medium,2025-12-15 11:23:30,TATACOMM,TATACOMM.NS
KPITTECH.NS,KPIT Technologies Limited,IT,335124398080,Mid Cap,1231.8,-0.098,27.16,29.08,1237.0,1237.7,1216.0,1231.8,324735,1.3,-1.31,-11.62,-19.54,17.38,69.0,Medium,2025-12-15 11:23:31,KPITTECH,KPITTECH.NS
GODFRYPHLP.NS,Godfrey Phillips India Limited,Others,442520240128,Mid Cap,2837.0,0.277,25.52,49.55,2851.6,2851.6,2819.0,2837.0,44114,-3.32,-21.71,5.05,43.8,412.48,130.0,Medium,2025-12-15 11:23:32,GODFRYPHLP,GODFRYPHLP.NS
PREMIERENE.NS,,Energy,410812252160,Mid Cap,913.25,1.0,35.85,29.56,910.0,919.2,898.55,913.25,396989,-9.58,-15.55,-9.07,-30.06,-12.27,8.0,Medium,2025-12-15 11:23:33,PREMIERENE,PREMIERENE.NS
POWERINDIA.NS,Hitachi Energy India Limited,Energy,866263891968,Mid Cap,19435.0,0.209,58.13,41.87,19520.0,19525.0,19150.0,19435.0,26154,-9.5,-2.72,4.22,48.05,405.99,3.0,Medium,2025-12-15 11:23:34,POWERINDIA,POWERINDIA.NS
IREDA.NS,Indian Renewable Energy Development Agency Limited,Others,380048179200,Mid Cap,135.24,-1.574,19.7,22.71,136.16,136.16,134.5,135.22,1522343,-10.28,-11.59,-18.03,-38.82,-16.61,0.0,High,2025-12-15 11:23:35,IREDA,IREDA.NS
PATANJALI.NS,Patanjali Foods Limited,Others,581650087936,Mid Cap,533.3,-0.241,22.25,19.97,537.9,537.9,532.05,533.3,743414,-9.13,-10.9,-3.1,-12.0,55.45,45.0,Medium,2025-12-15 11:23:36,PATANJALI,PATANJALI.NS
UNIONBANK.NS,Union Bank of India,Banking,1158017974272,Large Cap,151.7,0.996,23.1,25.16,152.74,153.19,151.1,151.7,2210928,-1.54,12.96,8.19,21.69,134.04,311.0,Medium,2025-12-15 11:23:37,UNIONBANK,UNIONBANK.NS
SWIGGY.NS,,Retail,962945351680,Mid Cap,414.7,1.0,35.25,32.91,417.95,417.95,409.4,414.7,3071767,5.04,-5.15,16.57,-25.82,-25.82,0.0,Medium,2025-12-15 11:23:38,SWIGGY,SWIGGY.NS
M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,Financial Services,475658387456,Mid Cap,342.35,0.259,39.89,30.56,345.0,348.75,342.05,342.35,580920,8.96,22.9,30.28,25.35,28.29,188.0,Medium,2025-12-15 11:23:39,M&MFIN,M&MFIN.NS
EXIDEIND.NS,Exide Industries Limited,Automobile,315305328640,Mid Cap,370.9,0.441,17.31,20.69,373.75,373.75,369.9,370.9,207321,-3.08,-11.31,-2.64,-19.21,78.62,54.0,Low,2025-12-15 11:23:41,EXIDEIND,EXIDEIND.NS
IDEA.NS,Vodafone Idea Limited,Telecom,1249647001600,Large Cap,11.52,-0.011,44.27,57.13,11.85,12.03,11.5,11.52,618154330,5.4,45.09,74.55,46.56,60.0,0.0,High,2025-12-15 11:23:41,IDEA,IDEA.NS
BDL.NS,Bharat Dynamics Limited,Defence,512491028480,Mid Cap,1398.1,0.119,38.62,35.06,1409.0,1409.0,1390.0,1398.1,289740,-12.04,-12.86,-26.52,14.38,156.53,33.0,Medium,2025-12-15 11:23:43,BDL,BDL.NS
COCHINSHIP.NS,Cochin Shipyard Limited,Defence,417061994496,Mid Cap,1585.3,0.233,23.52,28.72,1595.0,1599.1,1582.4,1585.3,163092,-7.71,-12.77,-27.42,-3.16,554.79,86.0,Medium,2025-12-15 11:23:44,COCHINSHIP,COCHINSHIP.NS
NTPCGREEN.NS,,Energy,763846787072,Mid Cap,90.65,1.0,12.72,16.17,91.5,91.5,90.43,90.65,617281,-8.6,-13.95,-15.45,-27.05,-27.05,0.0,Medium,2025-12-15 11:23:45,NTPCGREEN,NTPCGREEN.NS
SAIL.NS,Steel Authority of India Limited,Metals,540535947264,Mid Cap,130.65,1.165,22.52,27.3,131.65,132.38,130.55,130.65,3917522,-7.56,-1.72,4.24,2.34,63.71,121.0,Medium,2025-12-15 11:23:46,SAIL,SAIL.NS
GLENMARK.NS,Glenmark Pharmaceuticals Limited,Pharma,551815479296,Mid Cap,1955.4,0.314,21.63,22.92,1975.0,1975.0,1950.8,1955.4,97070,4.63,-5.73,18.57,27.7,229.36,25.0,Medium,2025-12-15 11:23:47,GLENMARK,GLENMARK.NS
ITCHOTELS.NS,,IT,399403778048,Mid Cap,191.74,1.0,18.24,23.71,194.43,194.47,191.5,191.74,786603,-8.66,-22.56,-10.28,17.05,17.05,0.0,Low,2025-12-15 11:23:48,ITCHOTELS,ITCHOTELS.NS
SONACOMS.NS,Sona BLW Precision Forgings Limited,Automobile,303123169280,Mid Cap,487.2,0.115,22.88,26.36,490.0,496.0,483.1,487.2,558023,0.25,12.63,1.85,-22.82,-8.74,65.0,Medium,2025-12-15 11:23:48,SONACOMS,SONACOMS.NS
INDIANB.NS,Indian Bank,Others,1051798142976,Large Cap,780.45,0.431,29.03,25.72,788.0,793.25,779.05,780.45,996084,-12.32,12.32,23.09,38.56,212.69,206.0,Medium,2025-12-15 11:23:50,INDIANB,INDIANB.NS
LTF.NS,L&T Finance Limited,Others,760798773248,Mid Cap,304.0,0.68,39.44,30.95,307.05,309.7,303.5,304.0,1546548,1.54,26.13,59.97,109.26,205.36,89.0,Medium,2025-12-15 11:23:51,LTF,LTF.NS
COROMANDEL.NS,Coromandel International Limited,Chemicals,678562693120,Mid Cap,2297.4,0.117,22.43,29.23,2305.0,2315.0,2286.1,2297.4,104332,3.84,1.4,-0.07,30.08,143.48,77.0,Low,2025-12-15 11:23:51,COROMANDEL,COROMANDEL.NS
NYKAA.NS,FSN E-Commerce Ventures Limited,Retail,707737354240,Mid Cap,247.35,0.328,26.24,28.61,252.0,252.25,247.05,247.35,1741424,-7.96,1.48,27.46,45.67,97.8,0.0,Medium,2025-12-15 11:23:55,NYKAA,NYKAA.NS
VMM.NS,,Others,617911156736,Mid Cap,132.23,1.0,23.03,23.57,134.17,134.36,132.16,132.23,1352866,-3.2,-12.03,4.31,24.78,24.78,0.0,Low,2025-12-15 11:23:56,VMM,VMM.NS
ABCAPITAL.NS,Aditya Birla Capital Limited,IT,927682592768,Mid Cap,354.65,0.6,25.29,26.19,362.7,362.7,354.25,354.65,1262872,5.93,22.31,39.02,79.57,108.25,0.0,Low,2025-12-15 11:23:57,ABCAPITAL,ABCAPITAL.NS
MOTILALOFS.NS,Motilal Oswal Financial Services Limited,Financial Services,506549043200,Mid Cap,843.15,-0.04,29.63,34.44,865.0,865.0,842.35,843.15,235041,-14.35,-9.77,3.23,-16.08,34.49,98.0,High,2025-12-15 11:23:58,MOTILALOFS,MOTILALOFS.NS
