customer_id,age,gender,citytier,annualincome,occupation,creditscore,avgmonthlyspend,savingsrate,investmentamountlastyear,pastinvestments,riskflags,transactionvolatility,spendingstabilityindex,creditutilizationratio,debttoincomeratio,missedpaymentcount,digitalactivityscore,portfoliodiversityscore,risk_score,risk_label,gender_encoded,occupation_encoded,pastinvestments_encoded
469,41.0,M,2,1462659.1196296485,Self-employed,609.0,10000.0,0.1917636889646372,186992.412933968,MF,3.0,0.0996165146631792,0.7550632392907306,0.1916380123740071,0.5142668136051682,1,36.24866665558472,66.32561144715896,0.6134639409043112,medium,1,2,1
470,33.0,M,1,690154.2834917894,Salaried,710.5759883405572,10000.0,0.2958215546886191,372920.949965236,,0.0,0.0101413421507785,0.2629253626901059,0.0599681730986414,0.05295999357388,1,73.13003696174391,39.23242160926178,0.6501192450197852,medium,1,1,5
471,38.0,M,2,1364443.9297435037,Self-employed,712.2699609581483,16897.242292917814,0.3081387061169911,61920.74910880647,Stocks,2.0,-0.0042439020852594,0.6705924009952794,0.1714585093735706,0.116335202205169,0,74.30785049924384,71.36137295430265,0.7374113571877574,low,1,2,3
472,35.0,F,2,2826459.488709304,Business,668.0,10000.0,0.0945763207046515,49990.05190715901,Stocks,0.0,0.0063822701228894,0.478299196323937,0.1130896527900259,0.1206169638997319,3,36.558273012478246,56.323927974356174,0.558370456876014,medium,0,0,3
473,59.0,F,3,2032507.049622601,Salaried,767.456698796005,10000.0,0.2604729962873733,235987.78110387977,,2.0,0.0128272491805783,0.8355868422960531,0.069775311938455,0.294062062946452,0,97.33203118137313,18.42247861827746,0.7633520590032846,low,0,1,5
474,44.0,F,3,1608764.6897984697,Salaried,633.0,10000.0,0.132190408604746,1435131.6265714965,MF,0.0,0.0027670405996586,0.6384944546756696,0.1159356332673451,0.138248527918693,1,79.94287145020733,44.44071794095216,0.6787588423096684,medium,0,1,1
475,36.0,F,1,2419151.0254160604,Salaried,643.2645360499782,10000.0,0.3185830955493003,300687.8217649102,Insurance,3.0,-0.0039505169932765,0.482436053534411,0.0029698487422813,0.3931319970911247,0,55.18091110489555,80.69603662651807,0.7232345530323694,low,0,1,0
476,52.0,M,2,1464598.2214716086,Salaried,765.0,10000.0,0.2988892400555067,211552.3920470332,Stocks,1.0,0.4993958112154525,0.5515172711280978,0.087008721502622,0.0428535064740122,1,65.84840791494541,29.03780368798152,0.6705418688816268,medium,1,1,3
477,39.0,M,3,1804263.6515714847,Salaried,770.0,10000.0,0.05,320857.8280408535,MF,2.0,0.4570467698447279,0.7660364984143729,0.0964468613930732,0.0498891144157323,1,65.99234922387316,77.76690358773985,0.6893284423492082,medium,1,1,1
478,35.879261245354144,F,3,1052562.950062395,Salaried,706.0,10000.0,0.3824942315734358,135173.89296066025,,3.0,0.4447820082528341,0.9602001533750686,0.0452294956298679,-0.0129697063486369,0,72.82425161904952,52.708652660103645,0.7525709660793574,low,0,1,5
479,41.0,M,3,5870113.766623532,Salaried,777.0,10000.0,0.1579507230795855,468172.1149979675,MF_Stocks,1.0,0.0185618068592563,0.6381376116594523,0.0688383072808981,-0.0117757994270069,3,28.82882333001768,63.39046536765978,0.6936541265235978,medium,1,1,2
480,55.0,O,3,1049265.1783287048,Business,796.0,10000.0,0.5,543565.2501268627,MF_Stocks,2.0,0.0012380323405174,0.6079781860173775,0.1197696885801425,0.0984570846170459,3,37.59116882573935,59.7416653603025,0.6262355975065675,medium,2,0,2
481,47.0,M,1,2049278.911585337,Salaried,705.0,20351.34042823916,0.1489977579626287,502368.7317443619,Insurance,2.0,0.0255006842887995,0.9844358308892978,0.0324652627230571,0.484380767459968,0,96.91669066511815,43.12401590682343,0.7490940139197816,low,1,1,0
482,40.0,M,2,3382647.601103621,Business,780.3465802037445,38565.93469310649,0.219500832876512,678667.5846883827,MF,1.0,0.7550307645115609,0.7848987503367169,0.054438070474191,0.5343549343369856,0,64.20754230259172,11.018062632063057,0.7355108229968302,low,1,0,1
483,47.0,M,2,1547432.7819915938,Salaried,720.484241818861,68054.05768142009,0.1223206845842225,43837.52312277539,MF,1.0,0.4318471016322375,0.8045167905052628,-0.0016497720142022,0.1804476717250663,0,69.07970665497044,76.64137994930638,0.7232617803380241,low,1,1,1
484,38.0,M,2,4439108.270133258,Salaried,717.0,10000.0,0.2802088347122395,674803.2660137581,,2.0,0.0085298223545266,0.4016688040258559,0.1439920486162044,0.0517628105979885,1,69.33628937261983,64.41253580030045,0.7443107546532104,low,1,1,5
485,29.0,M,3,6000000.0,Salaried,618.0,10000.0,0.2536401472467346,89642.94296302952,Stocks,1.0,0.0618993907083118,0.7713322076768181,0.2237504254795665,0.4629715456419854,2,87.21023866663958,68.92444578148272,0.6757927404943004,medium,1,1,3
486,56.0,F,1,1852862.5659683447,Business,719.0,61316.21189046792,0.2966608017676436,164058.3524730059,MF,1.0,0.0730634134605468,0.6569832760538099,0.2840881977943098,0.0350140659383093,2,76.23793575797127,34.46899012507318,0.6316111137044177,medium,0,0,1
487,28.0,M,1,2369475.844500843,Business,850.0,52145.98007227003,0.2854915133981337,473710.6064029424,Stocks,1.0,0.241260061129367,0.7567709961438305,0.0506221543043556,0.2480878880208776,1,86.2632247711472,18.04717296195185,0.7375109823619471,low,1,0,3
488,34.0,F,1,1383166.5026280163,Business,619.0,15671.13764537174,0.2443420667928167,647384.014397356,Stocks,0.0,0.2073132531037683,0.7213364508135158,0.0259594402291137,0.092892055704513,1,81.18204667452596,52.13215080118307,0.6709790694886956,medium,0,0,3
489,41.0,F,2,3241712.2080379287,Salaried,621.5560029566444,10000.0,0.3377168141046974,116703.68730042232,Insurance,3.0,0.0633031638421723,0.2741799056531923,0.1147878554414553,0.0185920996049173,3,24.063336005773856,57.79158082415245,0.5647690071595209,medium,0,1,0
490,37.0,M,1,2609589.001067229,Self-employed,661.7682082728899,10000.0,0.2631799733409721,386452.103976995,,0.0,0.1495886469351658,0.8463412142463913,0.0920081962102718,0.6628244867607341,0,78.29261412071371,44.18541737397712,0.7181924313296383,medium,1,2,5
491,40.0,F,3,2060770.1152255852,Self-employed,820.0,10000.0,0.3341429817912075,50317.55292078164,,1.0,0.1589832150662113,0.4063373776216041,0.0577496338641768,0.0464748573137114,0,82.43969240877361,54.77588741178116,0.7666694333355003,low,0,2,5
492,44.0,M,3,2352312.330249277,Self-employed,712.0,10000.0,0.5,2000000.0,MF_Stocks,1.0,0.123500430734423,0.8223959540777621,0.0124259687210193,0.6160740645351928,0,97.12156005485792,89.93043388176365,0.8183588462607233,low,1,2,2
493,36.0,M,2,3441415.156835034,Self-employed,826.0,22198.232069887563,0.1703480102480035,2000000.0,MF_Stocks,0.0,0.0541932911909771,0.931919598635676,0.0504784653088306,0.0355636330280009,0,66.18941920871099,41.6109982260873,0.8698416357362962,low,1,2,2
494,32.0,M,1,2998577.522201851,Salaried,850.0,10000.0,0.3307729696124853,104639.24042817204,Insurance,0.0,0.2467982487888259,0.8669799560358328,0.0232180853572841,0.3349200653871144,4,60.948182370099616,49.33455732032998,0.6043714647238535,medium,1,1,0
495,46.0,M,1,1240325.1808377854,Salaried,700.0,10000.0,0.165949583860484,525721.5653711748,MF,0.0,0.0607788348486703,0.8417671781591439,0.0308453474551016,0.4013243398768396,4,46.77666202022559,46.54823008850506,0.5174887564313677,high,1,1,1
496,39.0,M,3,610832.3530096187,Salaried,795.0,10000.0,0.2510494515610782,648351.9613681108,Stocks,0.0,0.0526528041727206,0.7258152052998229,0.2997698653182735,0.8001903493622329,2,75.48174317049094,44.63650804127492,0.59127888424328,medium,1,1,3
497,42.0,M,2,2893247.325934132,Salaried,715.0,77905.14618179062,0.5,2000000.0,Stocks,1.0,0.18448779522791,0.790793973771224,0.0989816496810418,0.3283799945075231,0,63.04776607512393,18.132275132134147,0.8093422964706989,low,1,1,3
498,47.0,M,2,1691774.8338051413,Business,717.0,44144.75507727329,0.1159446836059033,597473.8469352509,,2.0,0.0933217700035363,0.7007256261539813,0.187540095606203,0.2586919204910856,1,89.28667725599563,73.8789770639232,0.6795505122308965,medium,1,0,5
499,42.0,F,3,2032688.9376068409,Salaried,756.0,10000.0,0.3044807397061023,303571.4950984806,MF,1.0,0.069034895643752,0.6700894015346718,0.0489904876968404,0.0276327457346737,0,97.70689306058117,53.568973868956505,0.7809580281728945,low,0,1,1
500,49.0,O,3,5515918.730749129,Business,761.9854944324921,59516.94564807959,0.3273526708011017,185718.6504552535,Insurance,1.0,0.1094911369780433,0.8567751894449446,0.0436274202442345,0.4847243954011257,0,82.9577792745682,56.66989550569952,0.8310490701876123,low,2,0,0
501,33.0,M,1,2652289.770813132,Salaried,819.0,23859.842588406267,0.2924018515433419,180330.7736180872,Insurance,1.0,0.1526305296355048,0.6852451337949219,0.1047029657430897,0.3621886946117347,4,55.2200401054604,30.877492022739407,0.5614424968196893,medium,1,1,0
502,34.0,M,2,318323.61618177325,Salaried,639.0,10000.0,0.2948459147018484,14867.134101641675,Insurance,1.0,0.0637838802021214,0.8204551655889706,0.0768183425541927,0.494455576202475,1,50.738254546287095,-6.546794884634991,0.6040373925593194,medium,1,1,0
503,31.0,M,3,1827628.7656745084,Business,624.0,20694.170148655743,0.2016853778945671,915295.2180429444,Insurance,1.0,0.208306752633349,0.4643950044571007,0.06580276057843,0.1849768235265337,0,66.53815420878298,94.29692613548409,0.7132532782328971,medium,1,0,0
504,28.0,F,3,1026566.2082127262,Business,696.2064224930322,16656.597944793353,0.0837192709126245,205099.71647719687,MF_Stocks,2.0,0.0015402741910329,0.8633915048776264,0.1600637222924182,0.1224262304269373,2,49.302159689377305,52.24709755730066,0.6119512729907839,medium,0,0,2
505,45.0,F,2,870897.8578398025,Salaried,850.0,10000.0,0.5,21177.096912864938,Insurance,3.0,-0.0063943501596097,0.6116364326454455,0.0564305335067479,0.0082566816631403,0,45.1860616402787,50.894106720060215,0.786411050646348,low,0,1,0
506,42.0,O,2,2904684.611993743,Salaried,679.0,29250.69274719749,0.1731058268496014,115406.46516332457,MF,5.0,-0.0052874891227491,0.3760603897168145,0.1365002298527297,0.0099959105891945,0,74.19795912804112,57.13102845497355,0.7287036927729802,low,2,1,1
507,36.0,F,2,1516977.6125459268,Salaried,583.7138008002507,10000.0,0.5,97654.41471677096,MF,2.0,0.0279173347738467,0.8124223674224367,0.0172114992038165,0.4438650945070918,4,54.50313846351742,48.405137775190525,0.5110340573945319,high,0,1,1
508,32.77232601885973,O,2,1425294.2543552218,Salaried,669.3022883664602,10000.0,0.2133839101978934,8390.858707032043,Insurance,2.0,0.0422063341492661,0.711078825359992,0.078597046502301,0.4836799123120698,1,66.15858335956149,26.149358747042093,0.6326148178353311,medium,2,1,0
509,35.0,M,2,1144903.3798507752,Salaried,684.9895195758908,10000.0,0.2604954081116943,13974.783308442711,MF_Stocks,1.0,0.1057942629261525,0.733085233052971,0.0502669022270586,0.4105954032271506,0,75.14696686785746,24.24905301520203,0.6936626681205079,medium,1,1,2
510,29.0,M,3,871982.5196118022,Salaried,783.0,10000.0,0.2245740385325257,196194.3253565976,,3.0,0.3117248944343596,0.5791608996971008,0.0283120881623816,0.0287603618239596,0,74.41338743254997,44.047785631532975,0.7296614780758147,low,1,1,5
511,47.0,F,3,3568409.768175621,Self-employed,798.0,10000.0,0.1911020123706305,783998.5011388403,MF,0.0,0.0019328418918726,0.907295241146969,0.1245023222374209,0.0338890636317838,0,70.58249229641085,37.38271077610204,0.8302701101380459,low,0,2,1
512,52.0,F,1,383528.8324278471,Salaried,850.0,20804.445327087,0.4324566806846229,11966.77720328076,Stocks,1.0,-0.0027694647002586,0.872884872204989,0.0478737546079678,0.1109848183198171,0,86.31949977305224,41.95114613736226,0.7894350833033078,low,0,1,3
513,47.0,M,1,1239437.9967468746,Salaried,599.0,17801.944777346536,0.2714527263837286,403519.85311623785,MF_Stocks,3.0,0.4526262900092767,0.6363659438478321,0.1454442706189602,0.0815007648674753,2,69.51804587795428,66.41938290886557,0.5829652893548247,medium,1,1,2
514,41.0,M,3,1000721.8710270238,Salaried,661.0,12432.480679482976,0.5,25304.851493065577,MF_Stocks,0.0,0.0042271287581404,0.6139608995021723,0.1785979713088,0.0198918369877243,0,78.34290042865717,39.6730430487625,0.7258545656425316,low,1,1,2
515,42.0,F,2,772537.6095061289,Self-employed,750.0,10000.0,0.1451849874375497,337190.2191469152,MF,3.0,0.1678488009192001,0.9987591313249752,0.0975299030577062,0.6175396568322241,0,85.85919965991769,51.47888637870942,0.7120808697894303,medium,0,2,1
516,44.0,O,3,1447897.9147198545,Salaried,747.0,29884.957303268984,0.2142944026605459,76894.47677051325,,1.0,0.0790227718277496,0.6244726829303718,0.1051524532426321,0.1435939171406164,1,74.29912309214986,63.44702355120161,0.6834524801002346,medium,2,1,5
517,47.0,F,2,2154344.659284462,Business,647.0,72772.96996458524,0.3533180806162087,1582174.343094322,Stocks,2.0,0.0127918529947285,0.4645884486106769,0.0743020287221534,0.0125137539602021,0,80.9125556227539,80.6308980414344,0.7783463161728394,low,0,0,3
518,28.0,M,1,3645905.3763151215,Self-employed,689.0,10000.0,0.2090456177018685,524611.0194524018,MF,2.0,0.3071696010576663,0.5792533303824023,0.1244121706243985,0.2287235199137433,1,74.68020023629809,95.4268147110972,0.7081672544007125,medium,1,2,1
519,45.0,M,3,516757.528566072,Salaried,850.0,10000.0,0.0620980328317783,33581.29694139071,Insurance,5.0,0.0019732245292294,0.4430868746647091,0.0703198836460484,0.0447323296818972,3,28.21869010758488,74.90265376588815,0.5720904554066161,medium,1,1,0
520,32.0,M,2,1118801.8062076403,Self-employed,680.0,10000.0,0.3792500025943188,540837.5074468874,Insurance,0.0,0.0839775770685225,0.7091512853757546,0.0393870665642001,0.2039703838043371,2,76.9912979630237,88.50197918352193,0.6508751592026129,medium,1,2,0
521,35.0,F,1,3384061.274296835,Salaried,557.0,10000.0,0.2911462018563374,443622.3213043613,MF_Stocks,2.0,-0.0068421268083848,0.5118100805088197,0.1120867492490004,0.1519039131950976,2,84.11182064413813,69.49146691677672,0.6310664362373528,medium,0,1,2
522,45.0,M,3,2642785.33494204,Salaried,657.0,10000.0,0.2001658826448577,8890.323379271547,,2.0,0.6828967580352404,0.6666649079478913,0.1060014410030378,0.1941045814852271,3,52.64339162668139,53.85072767913044,0.5401346625443912,high,1,1,5
523,30.0,F,3,2118339.41922799,Salaried,850.0,10000.0,0.1696407811457843,161068.0710503958,Insurance,4.0,-0.008569527000708,0.7016831210235752,0.0584185130852501,0.0257645784118828,2,54.76160453135056,99.04653394151396,0.7041099738603921,medium,0,1,0
524,39.0,O,2,1584752.102767808,Salaried,704.3751132527491,10000.0,0.2847055337532218,562582.493602966,,2.0,0.058496809501748,0.6276095670525865,0.0296719360971577,0.2357973709800457,2,74.74563597225495,94.17379884740542,0.6530049296088598,medium,2,1,5
525,44.0,M,2,4998238.004082207,Self-employed,758.4090418250712,10000.0,0.456829716055069,345234.07944496005,,0.0,0.3760899793481662,0.760581017930484,0.0411680352898428,0.8771346246023655,0,72.80741366638793,60.905757859789134,0.7875223925758936,low,1,2,5
526,37.0,F,2,1975802.5474832149,Salaried,764.0,10000.0,0.2741456504105998,82755.23868101502,Stocks,3.0,0.1023852482054384,0.3118722231252573,0.1242624257108523,0.294506694640624,1,73.7583082169664,72.76990980532834,0.6695620666537194,medium,0,1,3
527,52.0,F,3,6000000.0,Self-employed,620.2177547092285,10000.0,0.1941962524819103,878511.8021113575,,0.0,0.0773543551363524,0.565082960885142,0.0338795241717583,0.4062767473102874,1,45.67368314210597,45.87202483835015,0.726884935928619,low,0,2,5
528,38.0,F,3,403201.6174216895,Self-employed,744.0,10000.0,0.2580561012332855,6667.583215804791,Stocks,3.0,0.1023176289659456,0.7828538680840649,0.035641260108798,0.300615083473623,1,60.400336953384894,97.93176517200216,0.6779375297527702,medium,0,2,3
529,47.0,M,2,474861.64248016046,Self-employed,737.0,10000.0,0.0762583402842894,142536.98391811046,Stocks,0.0,0.8063059432277699,0.591952063127164,0.1181374109780202,0.2378267869317254,0,87.96830047368056,94.32025766937431,0.6642829346792084,medium,1,2,3
530,33.0,M,2,740250.4453576432,Self-employed,813.0,10000.0,0.2259986368113614,245847.40482349836,Insurance,1.0,0.6022271271458506,0.7162374873126311,0.0869449865063846,0.2673480475917337,0,83.38593067369055,75.61929101125793,0.7235493585816013,low,1,2,0
531,50.0,F,1,1090055.6806702514,Business,850.0,10000.0,0.0908159696263125,34495.57817152989,,0.0,0.0057589810144018,0.8664286080002801,0.1300138151885847,0.343005388455591,0,85.82754083134044,72.25726877285913,0.7552026460107745,low,0,0,5
532,41.0,M,3,634396.357127148,Salaried,683.0,10000.0,0.2857795618240918,535520.7882142782,,2.0,-0.0063618938855612,0.2933893223266468,0.3198203219591158,0.2167833473692922,2,82.18437794470273,76.81703656814284,0.5780470229386991,medium,1,1,5
533,32.0,F,1,1257336.2383297642,Salaried,502.9162143899847,19633.600632081216,0.3357258677337411,371842.930138696,MF,2.0,0.0928072302439823,0.7399277754845448,0.2366572879278597,0.473900702792458,2,73.73810275031757,73.9914885592887,0.5553252138522637,medium,0,1,1
534,51.96184795650398,F,1,1662112.696635826,Salaried,628.0,10000.0,0.4679234351589013,848649.5712597481,MF_Stocks,0.0,0.4125653507089658,0.6552995572213964,0.0885784340122571,0.4059610206760092,1,47.61489449149931,18.96544448742033,0.6474614822015298,medium,0,1,2
535,42.0,M,3,3917957.670381378,Salaried,748.0,10000.0,0.256768802389538,60736.1289736945,MF,3.0,0.0076839886343708,0.681070489762879,0.120500480758156,0.1019260112094873,0,48.14364656851343,20.79332738867376,0.7787477449052238,low,1,1,1
536,41.0,F,2,532912.3104087644,Business,625.0,10000.0,0.2449158529224956,111568.50963024104,Stocks,1.0,0.2119186831498714,0.6564357971312343,0.0290435901442568,0.4234840476737104,0,82.70323854537104,75.39727671415824,0.6708739634405722,medium,0,0,3
537,57.0,M,2,432696.94705476775,Salaried,706.0,10000.0,0.1790186742142984,7717.839668800486,MF,1.0,0.288604478838392,0.597304870942042,0.2295018207155552,1.1758647655998944,2,51.39153357218794,82.67471860301706,0.502160019957324,high,1,1,1
538,41.0,M,2,2383353.1326712584,Salaried,671.0463656335346,10000.0,0.4449800008054422,317594.91095850413,Insurance,2.0,0.0602266227885972,0.7815802607534189,0.0006681676648626,0.8729852400517122,0,80.97161973685083,82.79757721521145,0.7368577802514106,low,1,1,0
539,55.0,M,2,1755877.9620046297,Self-employed,736.0,18410.50400853425,0.05,830292.1356635487,Insurance,1.0,0.0370429807462282,0.3117674564220185,0.0996695903970656,-0.0077862237536019,3,32.811236072373745,60.19693852405891,0.5676274955461048,medium,1,2,0
540,39.0,M,2,474306.5915347197,Self-employed,580.2394177018458,10000.0,0.0701401667616976,22120.450517335223,Insurance,5.0,0.0821090086829164,0.5946403103003973,0.1325208531963966,0.1477876407533194,3,39.09527466976751,7.9176782914234,0.4704251417378687,high,1,2,0
541,45.0,F,2,782340.1015560611,Self-employed,790.0,17871.207833498498,0.1286855006040494,635653.1840339872,MF,2.0,0.0677718509968549,0.6370995462628616,0.0841020754473551,0.0161539981841387,1,73.97275093705447,37.71596434663768,0.6925893876027567,medium,0,2,1
542,28.0,O,2,2630377.665877837,Salaried,693.0,10000.0,0.2136889629035453,994044.7105540204,MF_Stocks,4.0,-0.0125022731543417,0.770590806394159,0.139931725036653,0.3220102840510577,0,99.851701767609,70.21736906654267,0.7722237681397546,low,2,1,2
543,29.0,M,3,1463617.512859304,Salaried,847.0398794939861,10000.0,0.189262480564453,38064.132887480286,,3.0,0.056318187117969,0.8806813355933265,0.1128016694667953,0.5039241199399975,0,84.1708532471546,41.77610861684592,0.750986356730488,low,1,1,5
544,53.0,F,1,4159282.6077394257,Business,497.7236691089472,52023.3517453096,0.2535342209804796,64216.89247777344,MF_Stocks,0.0,0.3993100981216673,0.8645830212481843,-0.0008135295516274,0.4248596910036069,0,74.45452976533916,64.12652348181014,0.7101887147938488,medium,0,0,2
545,28.0,F,2,2506138.9188908944,Salaried,599.0,10000.0,0.4677336889760149,275664.27447131625,Insurance,1.0,0.1540088706442132,0.7352208348174339,0.1185062923940943,0.2819551606639428,4,55.43431254862334,52.76387736019216,0.5287801090584004,high,0,1,0
546,51.0,F,1,1209482.98318185,Salaried,759.0,10000.0,0.5,82273.06810197547,Insurance,2.0,0.0739303844468731,0.6693029716427585,0.0184358913105453,0.4373264798027907,1,88.74037780503875,72.66614722277527,0.7067896938297118,medium,0,1,0
547,34.0,M,2,3819430.977558279,Self-employed,652.8795826494244,10000.0,0.3747451882790413,248782.13401550532,Stocks,0.0,0.2354116349551583,0.6264858666379547,0.0270662356272368,0.126215481418729,0,81.90264308638167,88.88596172125742,0.7825003205584948,low,1,2,3
548,39.0,F,2,1536406.5031841476,Self-employed,705.676920698897,10000.0,0.2317062684024613,379360.98972474434,MF_Stocks,0.0,0.0032835529736435,0.4376872903305394,0.0916355191164148,0.3141298755411459,0,67.16836391166659,77.04729865054873,0.7130135522847888,medium,0,2,2
549,32.0,F,1,1358381.58377468,Business,678.424452538929,10000.0,0.1414118635711201,280626.8219174165,,2.0,0.3467633875153987,0.8232501598178541,0.0303326819429985,0.0133087230411539,0,63.890963826618936,42.31891011796979,0.7184985763105138,medium,0,0,5
550,47.0,M,1,721775.0983849635,Business,603.0,24091.07613181808,0.4608137991063614,4252.569400248119,MF_Stocks,2.0,0.3358963963920772,0.5418016868601059,0.0258808804617804,0.0565141521432172,1,81.37758769593763,99.1041890702202,0.6545057655923028,medium,1,0,2
551,32.0,F,2,1089716.529920657,Self-employed,788.0,10000.0,0.3218595977775594,88725.14297152168,,3.0,0.0006539316126118,0.8083872897963232,0.1010761534004003,0.0359541115210542,2,85.96982203692262,83.38302864874879,0.6842074043593886,medium,0,2,5
552,39.0,F,2,1732808.6033256105,Self-employed,724.0,10000.0,0.2672489710559464,136630.4795079735,,2.0,0.3042339259916098,0.7064908501202701,0.0068869025818503,0.4691968093153829,0,63.3948519366876,63.60107975455257,0.7174101447955139,medium,0,2,5
553,49.0,F,3,1538656.7182973146,Salaried,813.0,10307.182069121403,0.5,43492.041477914194,MF_Stocks,3.0,0.0462753079106068,0.389539547500075,0.0748942991146503,0.0835239536907595,1,81.39029182228163,52.67520237248534,0.7200698792548701,low,0,1,2
554,35.0,F,1,1015275.643452361,Self-employed,670.0,18076.339266015195,0.2124205811928491,466662.5281568978,Insurance,3.0,0.0686921385289005,0.6434734945995663,0.1222684179943506,0.201722708066782,1,69.1638615522784,98.5198004457537,0.6678028798031456,medium,0,2,0
555,47.0,M,1,986199.0095092852,Salaried,669.5684343682151,10000.0,0.1289716942868349,773591.8175464207,,3.0,0.3887776569056583,0.5561166634118497,0.1424851200783759,0.5420102017814159,2,65.18092738812025,44.022004526610495,0.5508465508510726,medium,1,1,5
556,34.0,F,1,1451010.988478259,Self-employed,406.32446231018,46387.25334695335,0.4076261963791476,3962.341907271792,,0.0,0.0283003025071919,0.4424761829400406,0.1672422103056324,0.0690430150307908,0,66.48203762224901,50.13708877087,0.6334973185412222,medium,0,2,5
557,39.0,F,1,2013998.7190730015,Business,604.0,20043.10709683196,0.1731916488909919,424357.5482258193,Insurance,3.0,0.0853699497268596,0.3667051758266962,0.0937393465588325,0.0081281840340152,0,75.72469791097905,67.57128515915313,0.698271257902381,medium,0,0,0
558,39.0,M,1,2428934.424522513,Self-employed,733.0,10000.0,0.3846337307652058,1148331.3447885483,MF,3.0,0.0753642337865084,0.7364312091242744,0.0862461272607007,0.210344674345501,1,80.80512656048755,89.3281592019675,0.7578205212090654,low,1,2,1
559,37.0,F,3,1765227.6995886683,Self-employed,802.3807801026895,10000.0,0.236416716123623,228552.40415976004,,1.0,0.0042257361465955,0.4336291624925761,0.1418459080093772,-0.0012183085839082,0,58.01724636112653,51.45659998378179,0.7509114672167155,low,0,2,5
560,45.0,F,2,895134.0635485655,Salaried,792.0,10000.0,0.1421459192881261,71203.07712935179,Insurance,1.0,0.2457179159674128,0.9023652863073484,0.1147672957282395,0.0295750082505981,0,71.06431791443201,98.94156608015646,0.7593855528759554,low,0,1,0
561,40.0,M,2,6000000.0,Self-employed,800.7603971757867,77643.8813108421,0.5,285192.356859201,MF,2.0,0.0254433484924082,0.6314905430629295,0.1670957083226562,0.0314341444607854,1,70.78683262367271,91.81044021232202,0.8380271006274891,low,1,2,1
562,38.0,M,3,1580123.4806639832,Salaried,792.7742332940569,10000.0,0.1560361547557766,373972.3310807638,Insurance,2.0,0.1573221818102659,0.498797383417124,0.0908965087782905,0.0311466268159965,0,68.24050835354619,76.88728242889508,0.7490242689140388,low,1,1,0
563,46.0,M,2,860958.9531078136,Salaried,743.0,10000.0,0.5,246471.526360926,Insurance,1.0,0.0020501722022324,0.1792883159823354,0.0314315729105666,-0.0012108771803288,1,76.65513460647114,65.1539433322417,0.688598381145105,medium,1,1,0
564,33.0,M,2,789297.1026315091,Salaried,850.0,64432.74147079467,0.4652004932240655,582680.9177119766,MF_Stocks,0.0,0.1684825875678133,0.7541295318611888,0.1787322102363072,0.1560822318838499,2,92.20092672565406,43.15193139489499,0.6849406792011659,medium,1,1,2
565,33.0,M,2,751002.2149155135,Self-employed,786.0,10000.0,0.2003204855153278,185938.6594188917,MF_Stocks,1.0,0.1175287880831652,0.7262015900696861,0.0569912120036815,0.4075880406140437,1,84.32586962550697,51.63717710021368,0.6723625849768552,medium,1,2,2
566,29.64264294959237,F,3,1182815.7239682027,Business,780.8622198518012,11837.068283683133,0.2876477018630435,51911.43804353225,,1.0,0.0429424191079579,0.9477260331616,0.0299921819376141,0.2159351245057038,0,74.8570957598992,67.32944659160071,0.7747106109532801,low,0,0,5
567,51.0,M,2,2664439.325749635,Salaried,707.0,53975.68469355609,0.2620521937655343,356135.0684659179,MF,1.0,0.176208600787908,0.4694164449480568,0.0490896053657892,0.0133559375745545,0,78.52304072560072,64.23003684681251,0.7551929797699134,low,1,1,1
568,45.0,F,2,1259500.1721912185,Salaried,734.0,10000.0,0.2726437438339252,350451.7046149431,,1.0,0.0023806371253214,0.6789533465083758,0.1398777375478333,0.1320912584303491,0,82.91919235636438,75.56646699926746,0.7501124307252729,low,0,1,5
569,30.0,F,3,1748748.191125526,Business,653.0,10000.0,0.5,296968.08129416965,,4.0,0.0052663710086771,0.6645212617601747,0.0979435580909441,0.2012134561869387,0,73.96139556594514,45.52382093442432,0.7438853705878117,low,0,0,5
570,32.0,M,3,2067228.917660092,Business,833.0,10000.0,0.4547658426888426,115515.54546076142,MF_Stocks,1.0,0.2785493205896788,0.2974184423648947,0.0695391071514082,0.3795190989408274,0,84.34644047411244,16.96659263440103,0.7344048610054852,low,1,0,2
571,35.0,F,1,655752.7755670373,Salaried,666.0,10000.0,0.2925532756368285,136147.61383725223,MF,0.0,-0.0081894010419464,0.7617520520707282,0.2352321438526921,0.4786282565284572,2,89.24960769565848,52.57019524443823,0.5843044912271427,medium,0,1,1
572,36.0,M,1,1219083.323237991,Salaried,824.8009769296555,22063.0376133583,0.2650121356810506,2000000.0,Insurance,4.0,0.3050547699991198,0.6911738043072259,0.1975346431689945,0.0163328142136923,2,81.598270884996,62.49679889820056,0.7016351939018375,medium,1,1,0
573,40.0,F,3,780701.3689045294,Business,688.0,10000.0,0.4140377666507567,503713.0123326828,Stocks,2.0,-0.0032197124911391,0.6042854330011032,0.0892414131966601,0.4235157658370259,0,75.45935852478857,77.37710380260698,0.7219869769740143,low,0,0,3
574,33.0,M,2,894823.7391349793,Salaried,677.0,63983.928703230566,0.2590755483834411,80438.3929336808,Insurance,0.0,0.2519818495208413,0.6052001400834413,0.0427342711133114,0.1294487229357679,0,84.53549794058814,36.56722921473936,0.6961466712918133,medium,1,1,0
