customerid,age,gender,citytier,annualincome,occupation,creditscore,avgmonthlyspend,savingsrate,investmentamountlastyear,pastinvestments,riskflags,familysize,numchildren,numelders,numadults
2674,31.0,M,2,1256288.8404512184,Salaried,850.0,10000.0,0.21008365002385793,1352271.7902872853,None,1.0,4,1.0,0.0,3.0
2675,48.0,M,2,1255285.0013172077,Business,672.0400469392006,10000.0,0.10687193453034315,1263158.6305595015,None,2.0,3,0.0,0.0,2.0
2676,34.0,M,2,1863206.716927512,Self-employed,814.0,43686.15055245944,0.2700965521181972,678014.3658987695,None,2.0,1,2.0,0.0,1.0
2677,34.0,M,1,1006968.3284426002,Self-employed,589.0,10000.0,0.06861200370481278,361068.90505040425,Insurance,0.0,3,4.0,0.0,3.0
2678,32.0,F,2,1692393.1950955547,Self-employed,736.0,19075.59043333956,0.2959245314534755,846694.1051558837,MF_Stocks,2.0,2,0.0,0.0,2.0
2679,48.0,M,2,3359624.7901331126,Self-employed,577.806241857653,10000.0,0.15000747037741982,1599839.3215165657,MF,2.0,4,1.0,0.0,3.0
2680,33.0,M,3,3475906.924289523,Self-employed,713.0,10000.0,0.2901453561816197,17318.667852651106,None,1.0,5,1.0,0.0,1.0
2681,48.0,M,1,468491.8075391889,Business,662.0550760602265,10956.561147983233,0.3058596144258954,55642.49180069109,Insurance,1.0,1,0.0,0.0,1.0
2682,49.0,M,1,585270.035176711,Salaried,802.0,10000.0,0.2740509756775515,271907.4030980164,Insurance,0.0,2,0.0,0.0,2.0
2683,50.0,M,3,1994425.404388883,Salaried,757.0,10000.0,0.46074793394392916,211505.44084536406,MF_Stocks,3.0,4,1.0,0.0,4.0
2684,39.0,M,2,1509651.4317506575,Salaried,582.0607078958487,10000.0,0.5,203109.23821757958,MF,1.0,5,1.0,0.0,5.0
2685,33.0,M,2,1954882.8904187817,Salaried,792.0,10000.0,0.4552673606156272,869548.415599056,MF,4.0,3,2.0,0.0,1.0
2686,28.0,F,2,2579076.949914458,Business,589.358383458338,10000.0,0.09449173824495417,418793.9191920784,MF_Stocks,0.0,3,0.0,0.0,3.0
2687,59.0,F,2,1740084.0674239658,Salaried,571.0,24945.154286101384,0.22017283506751495,103071.30448424598,MF,1.0,1,0.0,0.0,4.0
2688,31.0,F,3,2876662.596174482,Salaried,635.0,10000.0,0.22059552451597828,674358.2769548004,Stocks,3.0,2,2.0,0.0,1.0
2689,47.0,M,2,2372058.865803856,Salaried,498.814509809151,18040.14852036727,0.20383073074049984,1499635.5727182655,MF,1.0,1,1.0,0.0,1.0
2690,35.0,M,1,1202058.3368205396,Salaried,709.0,32044.00513215864,0.16104875238945812,309436.008040059,MF,0.0,4,0.0,0.0,3.0
2691,41.0,F,1,1347800.8165366622,Salaried,807.0,10000.0,0.3858308297429765,501800.904013587,Stocks,2.0,4,0.0,0.0,3.0
2692,43.0,F,1,829487.603392543,Salaried,704.0,10000.0,0.23973166262298626,450925.73397296417,None,1.0,3,2.0,0.0,4.0
2693,39.0,M,3,780652.1995576534,Self-employed,734.0,10000.0,0.17521358809818074,29785.661598690338,Insurance,1.0,3,0.0,0.0,1.0
2694,34.0,F,2,829723.4971965421,Salaried,651.0,10000.0,0.21094433739998913,79217.75937410213,None,1.0,2,0.0,0.0,2.0
2695,43.0,F,1,4060214.7133127106,Salaried,708.0,86723.37236678727,0.1282905138435603,778466.9933660718,Stocks,2.0,1,0.0,0.0,1.0
2696,34.0,M,1,936093.9352106841,Self-employed,470.39071141100914,22686.844191454773,0.19923149810191373,236575.55771013812,None,1.0,3,0.0,0.0,2.0
2697,63.0,F,3,923613.1832387571,Salaried,687.0,10000.0,0.3593257428274088,128439.53297885913,None,4.0,6+,1.0,0.0,6.0
2698,46.0,M,3,3328284.1224185014,Self-employed,670.0,10000.0,0.1246772245755805,416462.0108916823,Stocks,1.0,5,0.0,0.0,5.0
2699,51.0,F,1,423165.1917771472,Self-employed,567.067148588095,28013.09052865033,0.4352713473800028,164.34045336806062,MF_Stocks,0.0,2,0.0,0.0,3.0
2700,43.0,M,2,943039.959718033,Business,492.16123419264784,10000.0,0.17851851157599793,18191.55181170713,MF,1.0,1,2.0,0.0,1.0
2701,34.0,O,2,2995824.963905356,Salaried,752.7051208086513,10000.0,0.20547505933302979,1257623.4869423835,Insurance,1.0,3,0.0,2.0,5.0
2702,33.0,M,3,5841458.54123947,Salaried,601.8871043461996,10000.0,0.5,1732935.0091091786,Insurance,1.0,3,1.0,0.0,4.0
2703,56.0,F,2,1185020.8056697373,Business,664.756293599111,10000.0,0.15607550420182548,10988.91637012186,Insurance,3.0,2,0.0,0.0,2.0
2704,60.0,F,3,5255623.870207476,Salaried,757.0,10000.0,0.5,1250893.5762377323,Insurance,1.0,6+,0.0,1.0,6.0
2705,53.0,M,1,1645818.003619047,Self-employed,735.0,10000.0,0.09510023499838725,853446.4924030805,None,1.0,4,0.0,1.0,3.0
2706,40.0,F,2,1039588.0837023036,Business,808.6447523186616,20039.113940998082,0.12541725834895057,63256.148102245934,MF,2.0,2,0.0,0.0,1.0
2707,33.0,M,2,2145245.770509031,Salaried,846.0,19770.760675838206,0.2604874842349733,74526.39330259843,MF_Stocks,1.0,2,1.0,0.0,2.0
2708,45.0,O,2,1097674.5714987244,Business,733.0,10000.0,0.09302077732149001,110609.43414087009,Insurance,3.0,1,0.0,2.0,1.0
2709,47.0,F,3,3263890.308593545,Salaried,717.3102467282971,10000.0,0.18678922651229302,68440.85714139356,MF,0.0,3,0.0,0.0,3.0
2710,32.0,M,2,854660.429709279,Salaried,722.0,10000.0,0.10735687420671,93258.06012631045,MF,1.0,2,0.0,0.0,2.0
2711,46.0,O,1,1013751.9516058523,Salaried,666.0578173825168,10000.0,0.14640516311755636,198925.16028036256,None,1.0,3,0.0,0.0,3.0
2712,44.0,M,2,1499045.9048314865,Salaried,850.0,10000.0,0.12001410693227829,283108.15137455234,Stocks,1.0,2,0.0,0.0,2.0
2713,46.0,O,1,1532140.5582794931,Self-employed,556.0179989098983,10000.0,0.1932126198725428,234141.41282464107,Stocks,0.0,2,0.0,0.0,2.0
2714,56.0,M,2,2279688.14729376,Self-employed,635.0,10000.0,0.28626613650551186,1272828.3587025905,Stocks,0.0,2,0.0,0.0,2.0
2715,56.0,F,2,2914445.6752716526,Salaried,781.0,57092.88478943355,0.1590791052854774,1294450.8646115842,None,3.0,2,1.0,0.0,1.0
2716,50.0,F,3,1105028.6218540485,Business,800.3965902011377,10000.0,0.30472806327183044,71490.28876826023,Stocks,2.0,4,0.0,0.0,3.0
2717,53.0,M,3,669144.5129193095,Salaried,709.281629003078,10000.0,0.1554349737860647,63864.53539286474,MF_Stocks,1.0,4,2.0,0.0,5.0
2718,41.0,M,3,1799688.9557191695,Salaried,677.0,10000.0,0.2992417065147536,54451.45615880795,MF,2.0,1,2.0,0.0,1.0
2719,33.0,M,1,1258256.375278108,Business,850.0,26073.0215141745,0.11669652207247151,408764.2570351967,None,2.0,3,0.0,0.0,3.0
2720,36.0,M,2,1592743.5130257953,Salaried,823.0,18044.313409519295,0.20666618864629308,1737762.3132622053,MF_Stocks,1.0,4,0.0,0.0,4.0
2721,41.0,M,1,891655.4404002653,Salaried,605.0,10000.0,0.3914964328250814,29012.261635630657,None,1.0,4,1.0,2.0,3.0
2722,47.0,M,3,1380926.3221992138,Salaried,691.0,10000.0,0.15778873413304634,1173731.7354173006,MF_Stocks,3.0,1,0.0,0.0,1.0
2723,44.0,M,1,1451277.9044741602,Salaried,758.162088417874,10000.0,0.2333733236849778,307023.48625014356,MF,3.0,2,0.0,0.0,2.0
2724,41.0,F,2,929416.0572677315,Salaried,761.0,19706.740049080647,0.5,815089.3081992789,MF,1.0,5,1.0,0.0,2.0
2725,35.0,M,2,2082884.9841408436,Salaried,579.0,10000.0,0.28796411455760557,1512430.0942892353,Stocks,1.0,5,0.0,0.0,5.0
2726,45.0,M,1,829315.254338565,Salaried,729.0,10000.0,0.42383648681501146,470792.8596367544,MF_Stocks,3.0,5,0.0,0.0,4.0
2727,35.0,F,2,956928.5097671031,Self-employed,611.0,10000.0,0.15626404031903607,1180532.6173687505,Insurance,1.0,3,0.0,0.0,2.0
2728,49.0,M,1,1003733.6755253783,Business,661.0,10000.0,0.4100354718568011,57859.25853776834,Insurance,1.0,3,0.0,0.0,2.0
2729,33.86557493433705,O,3,575500.8170240407,Salaried,657.8426356512812,10000.0,0.1780528344488383,116805.80836835496,MF_Stocks,1.0,1,2.0,0.0,1.0
2730,45.0,F,3,2568667.1058623996,Business,728.3837224601879,10000.0,0.17081676753454092,806871.9023681949,Insurance,4.0,2,0.0,0.0,2.0
2731,49.0,M,2,2546666.230943199,Business,642.0,15219.214488135758,0.05,41435.50806284898,Stocks,2.0,4,0.0,0.0,4.0
2732,40.0,M,1,678897.9824483098,Salaried,723.0,22263.76654505425,0.4439043847369786,148661.8661689388,MF,1.0,3,0.0,0.0,2.0
2733,29.0,M,2,1007503.8035085532,Business,691.8436422016297,10000.0,0.373692479969506,125353.28414990255,MF,0.0,2,2.0,0.0,2.0
2734,29.0,M,3,1233596.4687754102,Self-employed,691.8227503522265,10000.0,0.4386073648957652,183372.19218179455,Insurance,0.0,3,0.0,0.0,3.0
2735,37.0,M,2,6000000.0,Salaried,636.0,10000.0,0.1648828684816985,67684.10224714612,Stocks,2.0,3,2.0,0.0,2.0
2736,35.0,M,2,1735076.8440187476,Salaried,655.5838232148831,21958.153003197178,0.4463684500265303,91747.25146876914,Stocks,2.0,2,0.0,0.0,1.0
2737,37.0,M,1,849558.9631748693,Self-employed,714.0,16665.295475764273,0.317351813095073,181004.6351980698,None,0.0,2,1.0,0.0,2.0
2738,35.0,O,2,1279834.7020477222,Business,431.75160404827596,10000.0,0.31837580268749477,280363.52995758876,MF,4.0,4,1.0,0.0,3.0
2739,30.0,M,2,2315781.4516369,Salaried,786.1863282448269,42434.830761238474,0.2287133697364731,568841.061920553,MF_Stocks,0.0,2,1.0,0.0,2.0
2740,47.936719791657445,M,2,1571382.73009644,Business,492.60931951585997,10000.0,0.3886725662809569,8865.797887533741,Stocks,2.0,4,0.0,1.0,4.0
2741,44.0,M,1,1042317.4834208548,Salaried,627.0,10000.0,0.1814388394369756,175454.5807598969,MF,2.0,1,1.0,0.0,1.0
2742,29.0,O,1,1730052.679629601,Salaried,629.0,12607.876233672812,0.18718184644180919,1392712.3229014105,MF_Stocks,1.0,3,2.0,0.0,1.0
2743,53.0,M,2,1827715.6560944896,Business,623.93340616577,10000.0,0.26160753758682465,9097.755077448664,MF,2.0,3,0.0,0.0,3.0
2744,35.0,M,2,1006332.7702929141,Salaried,555.1511052360213,10000.0,0.265035662268646,112432.56946770914,MF,1.0,2,2.0,0.0,2.0
2745,43.0,M,2,2443987.7253240435,Business,557.5405952556642,10000.0,0.19679954044176562,220874.41208028115,None,2.0,3,0.0,0.0,3.0
2746,39.0,F,1,602068.9943156108,Salaried,521.8922835428391,16558.84916717038,0.26636647357426885,683198.5386014576,None,0.0,2,2.0,0.0,1.0
2747,58.0,M,2,1780418.2807998888,Business,785.7222532305537,10000.0,0.10640559177991903,874375.9579916795,Stocks,1.0,4,0.0,1.0,4.0
2748,32.0,F,3,3107775.727046743,Salaried,651.0,59023.13665109693,0.272331400564808,1465981.6442370734,MF,0.0,1,0.0,0.0,1.0
2749,60.0,M,1,1598401.9305640536,Business,624.9394232884883,29279.527644358022,0.08599864212049006,425354.1543917166,Insurance,3.0,1,0.0,2.0,1.0
2750,47.0,M,3,781010.0628540806,Salaried,604.8404562634032,10000.0,0.14699398981743578,194586.7281466197,MF,0.0,4,0.0,0.0,3.0
2751,39.0,O,2,4083576.7927390556,Self-employed,791.9442704447289,39948.17636279101,0.0810081039881236,1587113.6920424134,Insurance,3.0,4,0.0,0.0,4.0
2752,38.0,F,1,1484895.4684835668,Self-employed,750.3459343120734,10000.0,0.31228993257583587,704436.8486531748,MF_Stocks,2.0,5,1.0,0.0,5.0
2753,48.0,F,2,958380.8407902748,Salaried,686.8114659653137,10000.0,0.18642634299022331,55913.680229515216,Insurance,1.0,2,0.0,0.0,2.0
2754,45.0,F,1,1409066.8774162848,Salaried,720.0,13951.73695212655,0.27565101102915357,196215.33848817466,MF_Stocks,3.0,6+,1.0,0.0,5.0
2755,33.0,F,2,1001538.6789485462,Salaried,720.2376997508686,10000.0,0.5,564719.0022797225,MF,1.0,5,1.0,0.0,5.0
2756,42.0,F,1,466844.0334722787,Salaried,711.0,10000.0,0.15646952441042486,26165.935158077653,None,1.0,2,0.0,0.0,2.0
2757,45.0,F,1,592895.3095341495,Business,624.0,44267.550106236595,0.2186622649196592,437327.43909502815,MF_Stocks,3.0,1,1.0,0.0,1.0
2758,58.0,F,1,3513220.350435941,Self-employed,692.0,30873.57893451122,0.15221488485974566,1119474.7981782844,MF,1.0,4,0.0,1.0,4.0
2759,34.0,M,2,516891.38007013226,Business,435.75252819736914,10000.0,0.18002796804664695,1116981.1192570783,Insurance,1.0,3,0.0,1.0,3.0
2760,33.0,M,3,981422.9664922154,Salaried,753.0,10000.0,0.13806215477365621,647380.970518399,Stocks,3.0,3,0.0,0.0,3.0
2761,56.0,F,2,723983.3074214768,Salaried,622.0,10000.0,0.15143623076897667,30304.28333157585,None,0.0,3,1.0,0.0,2.0
2762,33.0,M,2,1422301.5692734555,Salaried,813.0,18017.841424973485,0.5,14223.65139397066,Insurance,0.0,3,1.0,0.0,1.0
2763,57.97666932951004,F,2,3690177.49637158,Salaried,611.3583414988573,40064.7248349708,0.4596454962595053,1197858.968688297,None,3.0,3,0.0,0.0,3.0
2764,35.0,F,2,1160602.6319744317,Salaried,643.0,10000.0,0.17247834273709167,629323.1470720295,Insurance,1.0,3,0.0,0.0,3.0
2765,44.0,M,1,2037098.7781859892,Salaried,744.0,10000.0,0.3630507039711887,145463.28541508934,None,3.0,5,2.0,0.0,2.0
2766,40.0,F,3,1398670.1956129535,Self-employed,708.0,10000.0,0.2192806959182409,21078.11824775636,MF,1.0,3,0.0,0.0,3.0
2767,37.0,O,1,1296240.1860529168,Self-employed,721.0,10000.0,0.5,135126.76410148415,Insurance,1.0,4,0.0,0.0,3.0
2768,29.0,M,2,3089034.755984524,Salaried,617.0,10000.0,0.18832105237360458,40479.504702593964,MF_Stocks,2.0,4,0.0,0.0,1.0
2769,43.0,M,2,1614529.7164725927,Business,850.0,10000.0,0.25215973642162204,227395.7223928281,Insurance,1.0,3,0.0,0.0,2.0
2770,43.0,O,1,887041.7776385591,Self-employed,682.0,10000.0,0.43886274527931773,394914.1232143164,MF_Stocks,2.0,1,0.0,0.0,1.0
2771,31.0,M,2,2052710.6686267515,Salaried,735.0,10000.0,0.45803903930016776,1304375.125881722,MF_Stocks,0.0,1,0.0,0.0,5.0
2772,41.0,M,2,1129368.957812891,Salaried,603.0,10000.0,0.25348222146143745,220200.10111417875,Insurance,0.0,3,0.0,1.0,3.0
2773,48.0,M,2,3922370.4728516336,Salaried,551.3294075122195,16324.6591888557,0.4449729902270901,1180663.334626508,Stocks,1.0,5,1.0,0.0,5.0
2774,42.0,O,3,1882695.2717240353,Salaried,772.9548962695238,36171.65299433217,0.13148372340258463,592040.0030492869,None,0.0,1,0.0,0.0,1.0
2775,30.0,M,1,717303.1918921063,Salaried,798.0,10000.0,0.5,727220.6502511878,Insurance,0.0,3,2.0,0.0,1.0
2776,40.0,M,2,1718269.6818918362,Salaried,715.0118541041348,55135.119051576934,0.22752326206936285,2000000.0,MF_Stocks,1.0,2,0.0,0.0,2.0
2777,48.0,M,2,547780.2518422856,Salaried,785.0,10000.0,0.13586129075795422,84289.31198541634,MF,1.0,3,0.0,0.0,2.0
2778,38.0,M,3,2938881.4016721644,Business,662.9376738058852,10000.0,0.4002229762758728,17378.72217135874,Stocks,1.0,4,0.0,0.0,4.0
2779,36.0,O,2,454924.255997216,Self-employed,734.0,10000.0,0.5,346400.770440574,MF_Stocks,2.0,2,0.0,0.0,2.0
2780,29.0,O,2,1140572.1753868258,Salaried,627.0,20801.390268116902,0.08298985346090193,366807.9979285889,MF_Stocks,3.0,1,1.0,0.0,1.0
2781,40.0,F,2,849093.4460522485,Self-employed,539.4246830471459,10000.0,0.1192396213375555,133673.4005955636,Stocks,1.0,2,0.0,0.0,1.0
2782,44.0,M,1,1554734.1172559676,Salaried,671.0,43868.605458986785,0.18471019649000234,541007.0643943597,MF,1.0,4,1.0,0.0,2.0
2783,29.0,F,1,543252.2272250252,Self-employed,640.0,10000.0,0.5,458380.1102804541,Insurance,1.0,3,2.0,0.0,1.0
2784,37.0,M,3,2826531.7884722212,Business,599.0,10000.0,0.1360781824314507,1999351.9065289816,Stocks,3.0,5,0.0,0.0,5.0
2785,35.0,F,2,613255.0637131354,Salaried,752.0,13094.873178027548,0.40479745721838767,1122839.2821188755,MF_Stocks,0.0,2,4.0,0.0,1.0
2786,47.0,M,1,6000000.0,Salaried,594.7756307838822,16754.878954347572,0.12810890025847083,292820.6161509781,MF,1.0,3,0.0,0.0,3.0
2787,50.0,F,2,2743959.1890610196,Self-employed,727.0,54454.300157936064,0.5,2000000.0,None,2.0,6+,0.0,0.0,1.0
2788,42.0,M,2,636520.887312258,Self-employed,597.4294380716092,10000.0,0.44627526445940674,127635.42510003445,MF,4.0,2,0.0,0.0,2.0
2789,31.0,M,2,2590042.2307929546,Salaried,700.0,10000.0,0.5,41202.33434958584,None,3.0,5,1.0,0.0,3.0
2790,34.0,F,3,1516515.0186855358,Salaried,679.8402637431718,20882.014462261643,0.3764153748154608,98329.56301384346,Insurance,0.0,1,0.0,0.0,1.0
2791,51.0,M,1,1744755.6014843446,Salaried,771.7726359040639,10000.0,0.39490969245474483,116726.84645609204,Insurance,1.0,1,0.0,0.0,1.0
2792,45.0,M,1,1310457.7893264892,Salaried,758.0,10000.0,0.10208819894856606,7339.758327742829,Stocks,1.0,5,0.0,0.0,5.0
2793,32.0,F,2,2006263.482692856,Business,726.0,10000.0,0.07514283299187534,135308.9406502157,Stocks,1.0,1,0.0,0.0,1.0
2794,38.0,M,3,1593031.322069508,Salaried,729.0,10000.0,0.1447326211595269,351681.13183450786,MF,1.0,3,1.0,0.0,3.0
2795,48.07055944774921,F,2,2146230.9500082848,Salaried,756.6069625302221,10000.0,0.31054868787744294,1689954.8359950809,MF_Stocks,1.0,2,0.0,0.0,2.0
2796,43.0,M,1,1879117.5968530152,Salaried,512.3565177826302,34307.51569876727,0.2962260453075422,980946.9822800553,MF_Stocks,2.0,5,1.0,0.0,5.0
2797,28.0,F,2,1374736.621314272,Self-employed,850.0,10000.0,0.1611046186319048,163874.3164156073,MF_Stocks,2.0,3,0.0,0.0,3.0
2798,31.0,M,2,1483048.7795948023,Salaried,733.0,36343.319626522076,0.14987552510009433,71899.33131826873,Stocks,1.0,2,1.0,0.0,2.0
2799,47.14633676782207,M,2,1326689.6841284786,Salaried,762.0,10000.0,0.4299730094064124,148655.39431996775,Stocks,0.0,5,0.0,0.0,5.0
2800,44.58235722048889,M,1,2777047.801239109,Self-employed,814.0,10000.0,0.3004794999231782,339414.69010713126,Insurance,2.0,5,1.0,0.0,4.0
2801,47.0,M,2,1460634.9746445995,Salaried,724.0,10000.0,0.3259124728511144,38334.58513977061,MF,1.0,1,0.0,0.0,1.0
2802,37.0,M,3,410594.2293624998,Salaried,788.6196365564531,10000.0,0.15997710723868386,171725.40159886357,None,1.0,2,0.0,0.0,2.0
2803,54.0,F,3,1963384.2749857225,Salaried,843.4124834913715,10000.0,0.11249191421096398,1359062.2887654444,MF,1.0,4,0.0,1.0,3.0
2804,38.0,F,3,462778.2821314419,Salaried,533.0810652322015,10000.0,0.422532279136007,219376.31082412848,Insurance,4.0,5,0.0,0.0,5.0
2805,47.0,F,2,454969.4753929298,Salaried,701.0,10000.0,0.5,162685.56628891584,MF,1.0,4,0.0,0.0,3.0
2806,28.0,M,2,604005.954884316,Salaried,641.0,10000.0,0.3279116527383787,226085.42931012117,None,1.0,3,0.0,0.0,3.0
2807,55.0,F,2,540440.7410048618,Salaried,850.0,10000.0,0.26342537807554844,145121.90590122534,Insurance,1.0,6+,0.0,0.0,6.0
2808,63.0,M,2,1870277.946287122,Salaried,850.0,26799.09590376436,0.21892474869728606,308503.1195683249,MF_Stocks,2.0,4,0.0,0.0,4.0
2809,48.0,M,1,1637877.8874735548,Self-employed,463.9715300576707,10000.0,0.5,263632.4610920827,MF_Stocks,2.0,2,0.0,0.0,5.0
2810,48.0,M,2,3331891.7959492495,Business,693.4721823732028,10000.0,0.22751764983645897,73408.5670799089,MF,1.0,2,0.0,0.0,2.0
2811,42.0,M,1,440852.82896968303,Salaried,560.4111885527989,10000.0,0.08382764556124016,38468.9784268163,MF_Stocks,1.0,3,0.0,0.0,3.0
2812,28.0,F,2,1341717.8098342323,Self-employed,754.0,10000.0,0.050210049408099484,128409.3803449387,MF_Stocks,4.0,4,0.0,0.0,4.0
2813,33.0,F,3,562489.4426774402,Salaried,641.63336851992,10000.0,0.0579812559125173,183345.0478972771,MF,1.0,3,2.0,0.0,3.0
2814,43.0,F,2,2135071.0804994144,Salaried,850.0,10000.0,0.21862306265022935,722191.2090262341,MF,2.0,6+,0.0,0.0,6.0
2815,50.0,M,3,1592181.7219344035,Salaried,680.0,10000.0,0.11842893907011558,80134.6616083507,Stocks,2.0,3,0.0,0.0,2.0
2816,36.0,F,2,1621714.4542122276,Salaried,648.0,30386.105673753278,0.1464210241377498,355304.66879402107,None,2.0,1,0.0,0.0,1.0
2817,45.0,M,3,753952.3054507277,Salaried,740.2925793249082,10000.0,0.18836678471055437,191689.96820218777,Insurance,2.0,6+,0.0,0.0,6.0
2818,44.0,M,1,409612.4016066363,Self-employed,676.0,10000.0,0.05032455597354177,294647.5654830427,Insurance,1.0,3,0.0,0.0,3.0
2819,43.0,F,2,469600.50412239815,Salaried,660.8201928387454,10000.0,0.14348072251014404,179506.26435862173,Insurance,0.0,3,0.0,0.0,3.0
2820,37.0,F,2,2379255.2965284116,Self-employed,697.0,57057.02997148604,0.5,85031.69644621282,MF_Stocks,3.0,1,1.0,0.0,1.0
2821,29.0,F,1,3905374.2984503875,Self-employed,705.0,16771.327792077962,0.5,171900.18911503,Insurance,3.0,1,0.0,0.0,1.0
2822,39.0,M,1,1355412.4453990825,Salaried,527.4904389500496,10000.0,0.4220028423441016,106224.8950165617,None,0.0,3,0.0,2.0,3.0
2823,39.0,F,2,1083037.1672480924,Salaried,739.0,10000.0,0.21735846937887618,95259.43758918576,MF,1.0,1,0.0,0.0,1.0
2824,43.0,M,1,2677019.339817712,Salaried,697.0,59230.913252405124,0.16575631721671283,621356.2012087617,None,3.0,4,2.0,0.0,4.0
2825,32.0,M,2,1894438.710193531,Salaried,712.0,13367.975383125267,0.1513731497610676,829453.1475783879,MF,1.0,5,2.0,0.0,5.0
2826,52.0,F,1,833630.0496442699,Salaried,702.0,11066.191866254938,0.2156755312322169,449085.68059515004,Insurance,1.0,1,0.0,0.0,1.0
2827,38.0,M,2,1969965.144308723,Salaried,624.0,10000.0,0.28416717782503237,907124.7541211898,Insurance,1.0,2,0.0,0.0,2.0
2828,41.0,M,1,1097011.114219175,Business,730.1687584028265,10000.0,0.07142395483861191,56217.41207421951,MF,1.0,2,0.0,0.0,1.0
2829,37.0,M,2,3762887.6169036315,Salaried,638.5381825474047,35729.22234670964,0.13499360757380954,1661579.5822916331,None,4.0,3,1.0,0.0,2.0
2830,46.0,M,2,1155323.127393562,Salaried,781.0,10000.0,0.45299470660028557,27858.03728817678,Insurance,2.0,4,0.0,0.0,4.0
2831,39.0,M,1,1235273.8997514686,Salaried,579.0,15717.191428384289,0.3964173587851848,93475.40091820815,Stocks,2.0,5,1.0,0.0,5.0
2832,46.0,M,3,2886458.8986759773,Self-employed,536.9539784390975,10000.0,0.16694324994988788,287694.84313993366,Insurance,0.0,4,0.0,0.0,3.0
2833,36.0,M,3,5433397.7676611915,Business,726.0,10000.0,0.14342950574959576,1315072.420125466,Insurance,2.0,3,0.0,0.0,3.0
2834,44.0,M,3,6000000.0,Self-employed,724.0,61523.604549678574,0.20604011724667656,1061902.9160980566,None,0.0,4,1.0,0.0,4.0
2835,29.0,M,2,4017472.4908232857,Self-employed,654.0,10000.0,0.5,1172124.516204751,MF,1.0,4,2.0,0.0,4.0
2836,44.0,O,3,902018.0628736629,Business,699.0,10000.0,0.27062011772310024,42035.16328866973,Insurance,3.0,4,0.0,0.0,2.0
2837,56.782924982666124,M,1,1991987.0219677486,Salaried,675.0,45216.91757222707,0.10034870738745011,2000000.0,MF,1.0,1,0.0,1.0,1.0
2838,47.0,F,3,4484534.646188092,Salaried,703.0,22546.981912091964,0.08374363839382375,1360475.2160661658,None,1.0,6+,0.0,0.0,6.0
2839,37.0,M,3,1143759.3829798442,Self-employed,558.115085466627,10000.0,0.11843445705867883,58091.89723350514,None,0.0,2,0.0,0.0,5.0
2840,49.0,F,2,3714686.607998245,Salaried,712.0,16393.285142000852,0.16668326503850447,2000000.0,MF,2.0,1,0.0,0.0,1.0
2841,49.0,F,1,583782.9928351975,Self-employed,481.4298968871011,10000.0,0.15677883843964113,114774.58716993054,Insurance,0.0,3,0.0,0.0,2.0
2842,33.0,M,3,5933731.225817544,Salaried,704.0,45899.106968641645,0.2057879133048114,2000000.0,None,1.0,3,0.0,0.0,3.0
2843,31.0,F,2,2551973.856718301,Salaried,736.0,10000.0,0.3396469884842188,325198.70911089366,Insurance,2.0,3,1.0,0.0,1.0
2844,54.0,M,2,2612676.4976139585,Salaried,619.0,63204.77210913079,0.41488837141406576,61367.744679963085,MF_Stocks,4.0,4,0.0,0.0,3.0
2845,44.0,F,1,425173.6919968642,Self-employed,554.1282629499641,10000.0,0.45807246163638876,78647.06223676195,MF_Stocks,1.0,2,0.0,0.0,1.0
2846,32.0,M,1,773156.3970729174,Salaried,518.4872965720178,10000.0,0.12202709952825422,80604.31750623861,None,0.0,1,0.0,0.0,2.0
2847,31.0,M,2,2864136.8954551066,Business,796.0,10000.0,0.1833762019302611,69313.17823458088,Stocks,1.0,2,0.0,0.0,2.0
2848,30.0,O,2,2159209.8559350884,Salaried,687.0,37773.17404402432,0.5,1405833.8743462868,Stocks,1.0,5,0.0,0.0,5.0
2849,51.0,M,3,1483797.327300823,Self-employed,695.0,24976.75690891041,0.13167901764261278,76216.18202879702,Insurance,2.0,1,2.0,0.0,1.0
2850,53.0,F,2,1572169.15251093,Self-employed,610.0,10000.0,0.21389024185320338,276834.08837094554,Stocks,1.0,2,0.0,1.0,2.0
2851,40.0,F,1,934404.7238008269,Salaried,694.2057574964998,10000.0,0.17240097841544974,6664.5782489478515,Stocks,2.0,1,0.0,0.0,4.0
2852,35.0,M,2,4288171.485120543,Salaried,850.0,53037.65567808031,0.1428781605360439,153320.40770751217,MF,0.0,1,0.0,0.0,3.0
2853,30.0,M,2,1653304.821279856,Salaried,719.6446445921728,12424.606303907358,0.31144910036057427,2000000.0,None,1.0,2,1.0,0.0,1.0
2854,29.0,F,3,3333948.216002383,Business,700.031178904519,10000.0,0.2848457894768853,49566.119698608,MF,1.0,2,1.0,0.0,2.0
2855,34.0,F,3,541910.4977329938,Salaried,635.4567959320372,10000.0,0.34550826242189725,118519.93113555302,Stocks,0.0,1,2.0,0.0,1.0
2856,32.0,F,2,774101.6532558596,Self-employed,732.0,10000.0,0.3955694020820761,662295.8717942839,Stocks,2.0,4,0.0,0.0,3.0
2857,28.0,M,2,1939965.9627198451,Business,776.9955887338812,31566.4293976002,0.28563328381490394,1076636.724118622,MF_Stocks,1.0,4,1.0,0.0,5.0
2858,44.0,M,1,1295434.9394359111,Salaried,684.566250271921,14949.822896521104,0.5,307512.1513807257,None,1.0,2,0.0,0.0,2.0
